CommentID,CreateTime,Content,UserName,EventID
286,2018-06-04 12:32:26,This little cafe has turned out to be one of my favorite places to grab a bite while in Phx. My first encounter a few months ago was on a whim. I was slightly hungry and just wanted something quick and healthy before I headed off to do my next massage. Well hello Coronado Cafe. I had been wanting to try this place but just kept passing it by. It is late afternoon and I walk up to the door and it is locked. Ohh well I thought I guess they close after lunch then reopen for dinner. I start to walk away and someone opens the door. The guy explains that they are indeed closed until dinner and would open in about 30 mins or so. Well I could not wait that long or I would be late for my next appointment. He says come on in anyway. What customer service! I just had a quick salad and it was wonderful. I really appreciated the guy doing that for me. \n\nHINT TO RESTAURANT OWNERS: Customer service is key. \n\nSo I went back a few days later for brunch and had the friendliest waiter...Dan. He is great. I go in pretty regularly on Saturdays for brunch and for a great meal and a little chatting with Dan.\n\nOK back to the food. My brunch consisted of the Crab Eggs Benedict,9VdYE4GJ,2696
287,2018-02-13 10:40:51,Second visit to L&L.  The first was at lunch with a group of moms second with my family.  The service was excellent which is saying a lot.  They didn't have to ask what we needed they surveyed the table and kept the meal moving.  Which I appreciated since we had the three kids with us.  This is not traditional chinese,6NSAtjs3,5000
288,2018-01-10 08:32:32,The service was pretty mediocre. No one smiled,ifqsE6J7,489
289,2018-04-19 23:23:07,"Welp.  Its unavoidable to compare Chez Nous on Grand with Char's over on 7th Ave, so I will do a dual-analysis of these spots.\n\nTHE ATMOSPHERE:\nChar's is just a friendlier place.  Their doorman doesn't DEMAND his $5 like a put-out paperboy.  Chez's does.  Its kind of annoying and unsettling as your introduction to a night of hi-falutin drinking and lo-falutin boogieing.  Char's clientle seems to be in higher spirits and more polite as well.  Chez's are chilly.  Burrr.  If you stand in front of their seat to order a drink from the bar (because they went to go dance or something) they will let you know that you may NOT continue to stand there, even for a second.  The bartenders at both places are sweet and quick about their service.\n\nTHE DRINKS:\nWeak at both places, but IIRC, they are cheaper at Chez.  The no-card policy at Chez is a nuisance, so Char's is preferable here.  They both serve the typical booze and beer, so nothing really stands out other than the cost (Chez cheaper) and the convenience (Char's takes card).\n\nTHE MUSIC:\nThey are both MANIACALLY cool spots for some soul-funk-blues and great dance floors to boot.  This is the main reason to but up with any inconveniences, small or large, at either place.  \n\nTHE SET-UP:\nJust packed at both places.   If you want to come at a decent hour, you won't get a seat.  So, just forget about it.  Both buildings are pretty neat setups.  Chez is more of a railroad-style-room, and Chars more of a dance-hall set up.  Both have smoking patios, though Char's is small and quaint with tables and a busy atmosphere, while Chez's is (assuming) not complete and barren but large.  \n\nOVERALL:\nChar's Has the Blues AND the lead over Chez due to the fact that I can't seem to get over the vibe that I don't belong to \The Secret Club\"" ...shhhhh ... over at Chez.  But whatever, the drinks, music, and dancing will get me going at either place.""",RqNLKxnE,3704
290,2018-05-04 10:49:50,This place still gets 5 stars for the quality of food and the extremely pleasant service.  Unfortunately,FXBu4ZbS,182
291,2018-05-22 20:51:42,4-stars for this simple reason: it's low key and unpretentious. Whether it's Tuesday or Saturday,Vs7FjPqS,3027
292,2018-04-14 16:45:13,"Cherry on Top is a rare example of design by market analysis committee, who couldn't decide on a unique concept so they decided to \borrow\"" from all of their competitors' styles, turning out at least as well as if not better than its individual inspirations.\n\nThe result provides convenient answers to the following frozen yogurt questions:\n- Can't decide between tart and traditional? Why not both?\n- Can't decide between standard or high-end sweet? Mix vanilla, taro, green tea, cheesecake (but only at your own risk.)\n- Feeling constrained by four fit all sizes? $0.39/oz., cup weight subtracted.\n- Wavering on the topping healthiness spectrum? Fruit to sugar cereal to nuts to crushed big brand candy available.\n\nThe quality is close enough to most of the relevant rivals (as long as one is not requiring the desert honey Sweet Republic tart variant) but, correctly and perhaps intentionally, the value proposition is that most patrons won't care about the slight dip, trading off for the flexibility of purchasing (only) as much yogurt and toppings as desired while satisfying Hershey's-acclimated children with a Frankenstein of saccharine flavors and junk toppings as well guests from the city pining for the nearest Pinkberry with original tart plus kiwi, strawberries, blackberries and pineapple.""",SOwyoQf3,3306
293,2018-03-24 01:20:07,We recently dined at this new Sushi restaurant just south of the 10 on the 303/Cotton Ln. \n\nOverall the experience was good. \n\nThe food was very tasty,vCTqKDb9,3571
294,2018-06-07 09:48:48,I would say 3 1/2 stars if it were available.  The hotel is nice.  I was here for a convention which was very convenient since the convention center is right across the street.\n\nRoom service was decent. Not bad for a business traveler.\n\nThere are no safes in the room.  I found this interesting.  If you want to lock up something like jewelry or your ipad,muHciMyN,4317
295,2018-03-20 18:19:38,Yay!! A Starbucks within reasonable walking distance to the office! This one is much nicer than the older one over on Adams. This Starbucks location is updated,nFCvtAGy,3329
296,2018-05-16 00:09:51,It breaks my heart every time I visit the Arizona Humane Society.  It's such a great place,oXl6qkmy,2009
297,2018-01-02 05:55:57,So we drove out here from Southern California,qFJCtmAS,3566
298,2018-04-25 15:05:54,Great new baseball stadium with logistical challenges. I'm not sure how the D'Backs and Rockies agreed to the very strange layout on the Salt River reservation. There's one way in and one way out. Should you decide to see a minor league game,fR1m1Nx1,4085
299,2018-01-09 16:24:18,"\Tell Thomas the Russians are here.\""\n\nOh yeah- rolling in like the Russky mafiosos we [pretend to be].\nI love Fez. I love Fez for drinks. I love Fez for sweet potato fries. I love Fez for Sunday morning brunch.\n\nThe \""best egg white omelette you'll ever has\"" truly is the best egg white omelette I have ever had. The champagne drinks are tasty (and cheap on Sunday morning). I already mentioned the sweet potato fries. They are covered in cinnamon sugar... mmm... fried and sugar. \nThe black bean burger was tasty too. The burger was moist and just a little spicy. The goat cheese spread that came with it was not too tangy as some goat cheese is, in fact it complimented the burger very nicely.\n\nThe Russians will roll by soon.""",Ax4AkKyJ,3422
300,2018-06-01 11:59:33,Just as expected,G2pGG872,3090
301,2018-06-06 16:42:15,Unicorn Balloon Company took me on my very first hot air balloon ride,C1PXR8bw,3311
302,2018-03-24 00:56:45,YUM! I've heard of See's Candies before going to Scottsdale and now I see why. Delicious. I was overwhelmed by the choices. The quality is incredible. I'm a chocolate lover and have my favorites,jjpUkAb8,4310
303,2018-05-24 21:15:17,This little hole in the wall is a gem,7g06boGJ,297
304,2018-04-06 19:22:48,Their chips and salsas are excellent and very spicy.  I always get the same thing on the menu... it is a combination plate with a beef taco and cheese enchilada.  The beef taco is yummy... I think they mix potato in with the beef.  I really like this combo although some people do not.  Everyone I have brought here absolutely loves it.  I told my mom about this place because (she is a local restaurateur) and she loves this place too.  That is saying a lot coming from her:),fmreEK2F,2804
305,2018-05-21 05:00:27,"Dirty, bad service.  I stood in a line marked \order here\"" for an espresso coffee for ten minutes. When I got to the front of the line, the manager told me I was in the wrong line and had to go straight to the line under the sign \""pay here\"". When I placed my order, the barista/cash register guy waited to start my drink until he rung up three people behind me. I would have sat at a table but they were all too dirty.\n\nI watched the \""barista\"" make a mocha or something for the man in front of me. The frothy milk that came from the silver bucket was chunky and gross. That milk went cold and curdled and he served it anyway. I was appalled. I watched closely as mine was made. The guy kept slapping the machine like it was broken or slow or something. \n\nNot impressed. Not coming back.""",v9A95UR3,4857
306,2018-05-15 05:17:02,Who doesn't like a good laugh? Always a great time at the Improv. Now we only go when we know the headliner,8l5Q5dTx,1703
307,2018-01-09 14:26:54,"After 6 years as a member, my membership expired a couple of months ago and no one noticed at the Y.  I guess that's ok, as the number of classes convenient to me keeps shrinking, the number of machines decreased, and the amount of space taken up for personal training/TRX machines makes the rest of the exercise rooms croweded.  The gym downstairs is crowded and messy.  I feel sad about this; this was \my Y\"" for years.  \n\nI am going to look into the other fitness centers in downtown.  I also feel sad as I love to support the Y.  But this particular one is not up to standard.  I hope this gets read, unlike the suggestions I put into the suggestion box over the last year.  Mmmm...maybe the Y doesn't want me anymore.""",WTiKPwJg,4303
308,2018-03-09 17:51:33,I stumbled across Siamese Cat shortly after moving to Tempe many years ago and it soon became one of my favorite places to eat.  It's a small restaurant run by a Thai family so you know the food is authentic.  The service is excellent (very fast,HH277GOJ,592
309,2018-06-05 12:19:25,Why oh why have I never been to Postino before?!?!?!\n\nThis place is awesome. I went on Friday with a friend for lunch,MUPoShar,1524
310,2018-04-27 06:34:31,We used to come here every Sunday to watch football.  Last Sunday will defintely be my last....the food is always always ALWAYS mediocre at the very best,yKSXCNdH,4324
311,2018-03-15 12:08:47,Who knew?! This place reminded my friend and I of an old hotel lobby on the inside. It had an interesting entrance with a few main seating areas to the left and right of the lobby. They have lots of tables,cqZdf4IB,508
312,2018-01-02 19:55:52,Used to think this place was good but now that i have expanded my horizons I have come to realize it is not. I came back recently on my lunch break because this is close to campus and felt like a good idea on a cold day. I was disappointed after having been spoiled with the great pho other places. Got my standard which is a pho with rare beef. The beef was not rare nor was it plentiful in the bowl as i have come to expect other places. The broth seemed to lack flavor and the basil I was given just didn't look good along with the lime. \n\nAnother knock is that they have a $10 minimum charge for a credit or debit card but a bowl of soup is $6 (pretty standard price so no gripe there) so you almost have to get an app and soup or bring a friend. Even a drink brings you just shy which means have cash which I rarely have.\n\nWith unPhogettable,Zw3WxuNf,4328
313,2018-05-02 18:25:36,My family went for the Sunday brunch and it was okay. We were moved to a different table since the one we sat at was dirty. The cost was very expensive for the normal brunch items we received. There was not anything special about what they served. My husband had the french toast and it was rock hard. We stayed until the brunch area closed and had our fill but I think next time we go for brunch I will find a new place that actually watches their morning breakfast line supplies.,CBYXHq87,315
314,2018-02-28 07:50:35,So the setup is interesting.. since it is the same owner,o0781tCb,2980
315,2018-01-20 06:13:16,So far my 1st time experience with this place was...interesting. It was with my boss and 1 co-worker. I guess you can say that I'm iffy when it comes to mixing two totally different foods together. For the most part,a9U1Ph7t,2075
316,2018-05-27 09:41:08,"First of all this place is not closed, it is open for business.  Unfortunately, it does need to be closed!  \n\nI am living out in Gold Canyon for the next 6 months, and if you are not familiar with the area, there is NOTHING out there...  So when I saw there was a Rosati's close by, I was extremely ecstatic!  My first clue should have been there was no one in the parking lot at dinner time. I walk in order an antipasto salad.  This took almost 10 minutes to come out.....  again NO ONE there.  What were they doing \making\"" the lettuce??  Anyways, so the salad come out, NOTHING like a Rosati's antipasto salad.  The entire salad was made of iceberg lettuce, which it should not have been.  The meat was not real, and what I mean by that it was rolled lunch meats and cheeses.  And to top it off (no pun intended) they gave me \""packets\"" of Italian dressing.....  WHAT?!?!  Anyone that has every eaten at a Rosati's can at least tell you , when you order from a Rosati's it is consistent.  This place is nothing like a \""true\"" Rosati's.  They do not use the same ingredients and the food is garbage.  Rosati's corporate needs to strip their franchise rights.""",RkjgGfjM,3381
317,2018-02-25 06:48:32,"This place was just ok.  My boyfriend loves their chicken enchiladas.  We were with a party of five and were given our choice of seating when we walked in.  However, I should have known that I wasn't in store for a 5 star experience when the server who was \seating\"" us just walked away when we chose the table we wanted.  I was left standing there wondering if he was going to go get menus and then seat us or if we were supposed to just go sit down.  Kind of awkward.  \n\nFood was also just average.  The bf still enjoyed his chicken enchiladas.  I should also add that he initially ordered the wrong enchilada plate and when it came to the table the server was very accommodating about taking it back and getting the correct entree.  I had the carnitas taco special which was two tacos with rice and beans.  I specifically asked about what kind of tortillas the tacos were made with and the server said they were hard shell tacos.  When they arrived the tortillas were corn, greasy and soft.  Not so good.  My mom's soft tacos were strangely served upside down.  I was also the only at the table who was served refried rather than whole beans.  Not sure if that was part of the special, but thought it was kind of strange.  \n\nI loved that they served sopapillas with dinner.  Prices are reasonable and service was fair.  It was an ok experience but with other better places I don't know that I would choose to go back.""",GDVmYsqt,2012
318,2018-05-27 18:49:40,This is a solid place for late night food.  It is not much to look at.  The service is questionable.  The food satisfies your late night Mexican cravings.  It is also cheap.\n\nI ordered five rolled tacos with sour cream and cheese.  Rolled tacos are taquitos in my world.  You will need four or five rolled tacos to satisfy your hunger.  I think they come in five counts.  The taste is just OK.  A little hot sauce helps a lot.  You get a lot of cheese and sour cream.\n\nI tried a friend's quesadilla.  It was packed full.  The taste was decent.  Another item where hot sauce goes a long ways.,TckSg2qc,3728
319,2018-02-04 13:41:30,"May not have tried the food, but the phone service is less than OK.  Tried to make a reservation 3 weeks in advance and the request was, \I'd rather you make sure you can make it then make the reservation and then cancel.  I mean, are you just trying to book it as a safeguard?\"" \n\nWould have loved to experience the 5 star reviews since I'm flying in from NY, but uhm, no thanks.  And people say New Yorkers are rude.""",oVi4napE,4129
320,2018-06-07 17:01:01,"Sushi Brokers is the Ra of sushi bars.  (See what I did there?)  I have been only once and was so disappointed I couldn't drag myself back.  It's one of those sushi bars that make up for a lack of quality product by masking everything with cheesy names on a menu filled with \creative\"" rolls.  Calling these concoctions sushi is like calling the new Burger King Ribs BBQ.  It's always packed when I pass it.  Which makes me like it even less.  This is not a place for sushi lovers but a place to appear to be a sushi lover.""",iWMoOhoX,2871
321,2018-04-02 04:53:11,"Just three stars yes, but will I go here again, absolutely. NO doubt about it.\n\nThe staff is great and friendly the draft beer is COOOOOOOLD. This may be the coldest draft beer I have ever had in Arizona. The staff and the beer would merit at least three stars.\n\nThe food, well its ok. The wings are good with lots of meet on them, but the flavor is nothing to write home about. The real reason it only gets three stars is the prices for the food are higher than the quality merits. \n\nBut if you are looking for a place for a great cold beer and a \talented\"" wait staff, this is a place you will frequent often.""",geuUDUUQ,758
322,2018-03-31 21:43:25,Yeah 100th Review!!!!\n\n\nSaved this one for 100 because it is special me thinks.\n\nIf you are not a music lover,zUXE8JEt,422
323,2018-01-25 23:49:15,Wow,zrAZ72vg,3366
324,2018-02-27 10:09:00,"This is my fav \fast food\"" place out there!\n\nThe first time I tried Which Wich was when I was working the NHL All Star Game in Dallas. In the local mall's food court, I saw this new sandwich place. So I grabbed some sandwiches for my coworkers and we all loved it!\n\nI noticed they put one in Westgate a couple years ago and have been going quite a bit.\n\nThe sandwiches are hot and you really get what YOU want. Sorry Subway, now you know why I haven't emailed or texted. \n\nThe turkey, chicken and hummus are great sandwich choices. Do yourself a favor and for an xtra $2, get double meat. \n\nI eat lunch here at least 2x a week!""",Yr3bfxt9,3935
325,2018-06-05 04:08:34,My inner-nerd was excited to hear about NTN Buzztime and team trivia so I was stoked to come down and try this place out.  \n\nI wasn't stoked,8Z176ddr,3508
326,2018-03-21 04:29:48,This place is absolutely fabulous,CB8EkOUv,1549
327,2018-05-06 19:52:59,As far as a restaurant goes,X5wQh3U7,3888
328,2018-03-18 16:49:50,What  a great coffee shop. From the outside,roj0txnw,973
329,2018-03-23 04:34:01,"This was a hard one to review for me.\n\nFirst of all - FIVE BIG AWESOME STARS FOR THE FOOD!!!\n\nThis food is crazy delicious.  Like, just from one dish, I know all of the others are going to be on my most wanted list.\n\nEverything is fresh, and well prepared, and so frickin' TASTY.\n\nI would give more stars for the food.\n\nI came in for breakfast on a Sunday morning and had the most tender, melt-in-your-mouth green chile pork scrambled into eggs and cheese, with a wonderful chunky biscuit, Liberty potatoes (think chunky potato-au-gratin but better), and I added a blueberry, bacon pancake on the side.\n\nI could not have been more satisfied with the food.\n\nHowever.\n\nThe service system is not my style. I give it 2.5 stars. Barely.\nMostly because the awesomeness of the food should pair with some seriously awesome service.\n\nIn IHOP, I expect IHOP food and service, and one does not out-do the other.  \n\nBut here you get down-home local goodness, matched with so-so service. It just doesn't compute.\n\nYou walk in.  Wait in a line of about 15+ people with only 1 cash register (this just seemed unnecessary.  why can't i just sit down and someone take my order like every other not-that-great restaurant?), and then random people bring out your food, and random people wander around the dining area looking more interested in cleaning off tables, than on actually serving the diners.\n\nI had to ask like 3 \dining room attendants\"" for the same thing (just some salsa) before one of them actually returned after I'd basically finished.\nBut I had barely left my seat when they were already clearing off my dishes.\nThe service vibe just didn't go with the great food, decor and build up.\n\nI guess it's all about expectation.  If I'd read more reviews I would have known and maybe not have been so disappointed, but still.  This food DESERVES good service.\n\nDefinitely eat here, but don't expect personal dining service.""",Q2VBZJFs,1731
330,2018-04-08 15:43:40,So my fellow yelpers were on point again. This place. Was OK.\n\nI have training here in AZ and was told by one of the fellow business guys this was the place to go. However he had French cuffs held together by paper clips so immediately his opinion was suspect.\n\nOf course I checked this site. The reviews made me a Tad nervous but the girl I brought was already buzzing from the pool bar and I was tired so we went anyways.\n\nDrinks were awesome and the service I got was also great. Of course the lady and myself were looking pretty good so that may of had something to do with it.\n\nI had the rib eye and my chick had some sort of fish. Both dishes while not bad were rather uninspired. Nothing that I wanted to text back home about awesome steak or anything.\n\nI will come back for the booze. We will see about golf out here tomorrow in 6billion degree weather. Don't know how the locals deal with this heat. Must be part camel or something.,pFPtMZ0h,218
331,2018-03-15 07:54:32,I lived here from Jan 09 to Sept 10 for reference.  During that time,E2IGPU6I,3800
332,2018-01-09 00:44:13,"Fair Trade is a cafe right off of Central and Roosevelt in downtown Phoenix. It purports to be a supporter of \sustainable living through economic growth.\"" By being \""Fair Trade Certified\"", this venue agrees to the following principles taken from the Transfair USA website:\n\n* Fair price: Democratically organized farmer groups receive a guaranteed minimum floor price and an additional premium for certified organic products. \n\n* Fair labor conditions: Workers on Fair Trade farms enjoy freedom of association, safe working conditions, and living wages. Forced child labor is strictly prohibited. \n\n* Direct trade: With Fair Trade, importers purchase from Fair Trade producer groups as directly as possible, eliminating unnecessary middlemen... \n\nI guess that's cool. \n\nI'm writing this seated at one of its tables, supposedly to get some work done (free wifi). It's got a nice, direct view of our downtown skyline. Light guitar music in the background. Light lunch fare is available, and I just finished a very sloppy, but good, egg salad sandwhich. The crowd here actually seems somewhat ASU-ish. In fact some guy came up to me when I first sat down and asked me to take a sociological survey as part of some ASU study (he was here with the cafe's permission). \n\nIt is a bit hard to find with the light rail construction chaos. But there is a very nice private and free parking garage directly adjacent to it. Find that, and you're golden.\n\nThe hours are decent. Open on this Sunday from 7 am to 7 pm. I still wish more of these Phoenix area cafes would get with the program and give late night owls like me somewhere to go after 10. If Tucson can do it, folks, so can you.""",YL7c0wfM,2587
333,2018-03-18 08:17:02,do not come here if you want Indian cuisine! \n\nI should have read other reviews more closely.  do I really want hummus or ceviche at an indian restaurant? this place is more for wine and tapas.  The decor is very hip and trendy but I dine out for the food and I thought the food was bland and tasteless.  \n\nentrees were high at $14 each plate and comes 2 dishes served with rice and chapati bread (wheat tortilla.)\n\nfood arrived not hot.\n\nmy friend had vegetarian curry; veggies had that frozen food rubbery texture. cumin potatoes were sour.  My chicken keema and chicken tikka masala was bland and niether dish had flavor.  My basmati rice was clumpy and sticky :(\n\nI did not like the ginger green tea. it tasted like licorice. \n\nI dunno,kazyelZV,925
334,2018-02-27 06:27:23,This place has a lot of great things going on. When you enter through the doors you might get a second thought about ordering food from what appears to be a mini mart for noodles and other random trinkets; don't be an idiot! Stay in line and get something,9CTaxLvU,3121
335,2018-02-23 16:31:57,Man,DKz2zC0A,2100
336,2018-01-02 18:34:12,If you are looking for a quiet place to enjoy a romantic meal,0zDKIySM,2547
337,2018-06-07 14:20:16,I desperately wanted to LOVE Roka Akor.  The week leading up to our visit I spent bouncing around slightly drunk with anticipation.  I'd only been wanting to go there since it opened.\n\nBut,ztvIZl5c,3290
338,2018-03-11 14:52:29,"Basic run of the mill Chinese that seems to be geared for the Sun City crowd. Bland and ordinary on most dishes. Family Tofu, Sweet and Sour, Lemon Chicken, gloopy and way to much corn starch in the sauce. Just over all unimpressed. We did ask them to make Chow Fun with beef and green peppers which was very good but \seasonal\"".. WTF? Seasonal? It's noodles, beef and bell peppers.. what's so seasonal about that? \n\nIf in a real pinch and are dying for some Chinese this is probably one of the better Chinese choices in Surprise. At least its not a chain or a buffet!""",oFhuxI5A,3364
339,2018-05-31 22:58:53,I made the mistake of revisiting 1130 for lunch yesterday and immediately regretted it.\n\nBloody Marys were on special so we ordered up a round.  Big mistake.  They were chunky and revolting - mine went back.  I ordered the turkey burger and my companion had the salmon sandwich.  After a wait that was infinitely too long we received our rather sad looking meals.  My turkey burger came completely dry and solo on a squished and soggy bun.  It was obviously a frozen patty and not from a reputable brand either.  My fries were even worse as they were both undercooked and greasy at the same time.  My companion's salmon sandwich was overcooked and served with rancid looking lettuce.  Not a good way to earn our favor.\n\nDo yourself a favor and avoid this place at all costs.,hdcKnIPw,4991
340,2018-06-02 00:08:06,Like every other Jamba Juice I've been in,ObG5i5Dn,4625
341,2018-06-09 22:50:44,I was on my way into Sweet Republic just before Christmas when I spotted Painted Pretzel a few doors down.  Since I love pretzels,hsg2kOh1,464
342,2018-03-25 16:00:11,"A delicious way to cap off a long day on the road to the Arizona Biltmore. We ordered the BR Cohn and the Kilt Lifter on the recommendation of our friendly server, Dannon. He did not steer us wrong all night...we had the \Desert Flat\"" for a starter which was simply amazing. It was a foccacia pizza with red onion marmalade, goat cheese, warm spinach, chicken (optional for veggies), and mandarin oranges. I might have to have it for lunch tomorrow! \n\nThe entrees: grouper for him, Waldorf salad for me, were also excellent, but I can hardly get the butterscotch pudding we had for dessert out of my head. It was salted to perfection and well worth every last bite!""",CvW0I2Qe,3017
343,2018-05-11 21:35:40,I bought the Weekly Plus deal for carpet cleaning.  At the time of the appt. they called to say they were running late,ZlVhjpOv,17
344,2018-06-06 03:56:07,"This place is awesome! The staff works hard, they are friendly and I am amazed how often I have watched them out cleaning tables and windows while I have been here.\n\nThe children's menu is very good. Chicken, fruit, box of Minute Maid apple juice. I couldn't do better myself. And the kid's love the play area which is enclosed so the adults can listen to the awesome classical music while we enjoy our meal.\n\nMy 6 year old enjoyed listening to the music while we discussed what instruments (cello, flute, violin) he was hearing while I brought up pictures on my iPad. Quite an educational lunch for him!\n\nYou can't beat this place for \fast food\""!!!""",LlouiNgW,1952
345,2018-05-17 23:16:54,First off I noticed that the patio was huge,e8Qq7Sf6,2087
346,2018-05-18 04:35:44,I went here for dinner and drinks with my husband and sister-in-law last weekend and we had a great time. The three of us sat outside and that's what I'd recommend for anyone visiting AZ 88. The atmosphere is much more relaxed and less sterile than the interior dining area. \n\nWe ordered the ceviche as an appetizer and it was delicious. Being from Florida,9HB4EuZO,651
347,2018-05-08 03:41:54,Maybe if I lived in the same neighborhood,e3Rcc7qn,591
348,2018-01-18 08:14:34,Not far from the airport,yyR9BhcY,2188
349,2018-05-25 15:24:36,"STAY AWAY-unless you enjoy paying too much for used clothing that is often in very poor shape (I agree with other reviewers-overwhelming inventory and a lot of goodwill type digging to be done). But my biggest complaint is the \trade\"" system, read on:\n\nI used to love this store-I was quite loyal. However, now that the Scottsdale location has expanded, I have run into too many disappointments, First of all, requiring loyal customers (who LITERALLY provide the owner's inventory) to pay a $5.00 pick up fee for EACH item the client wants back (due to not selling-being marked down very low or what have) is BS. Although I realize that there is overhead and picking up has the potential for abuse, a system needs to be put in place that is more fair to the client. But, that's not what really bothers me: last time around I took in at least 50 items and they \""consigned\"" at least 30 of them. Some of these were designer pieces. They all get thrown into a bin and you never know what they are being marked at. I used to receive a decent cut, but now I can't help but feel that my items are just a few of many that get lost in the shuffle-I barely received anything (around $100) last time around and have no idea what my items sold for-it just all rings a bit fishy in my book. Other resale shops disclose your pricing on your items to you, not this place-they simply give you a paper that shows how many items they are taking. In addition, the prices have gone WAY up-must be to cover the rent of that huge space-it would be fine if the items were of stellar quality, but I find so many damaged (holes, stains, pilling etc.) on the clothing now that I don't even go into look. There are other options in town (and internet sources), and I plan on taking advantage of them in the near future. I think MSC may have gotten a little big for its britches-pun intended.""",g9BFSXZt,956
350,2018-05-07 12:33:29,Wow. Thanks to my father I was able to find this hidden treasure. I love good Mexican food and the meal started out strong with great chips and salsa and guac. Service was good and one of the few bright spots. Then it was downhill. Food came out so fast and the meats lacked flavor or the ability to chew without hurting your jaw. Normally we take leftovers but I didn't want to put myself through any more pain. Just like a std,BrbSzXlF,2124
351,2018-02-25 00:03:53,"This is the place that we always seem to end up at when people come in to town for business. It's one of those places that's relatively convenient, has decent parking, and can handle larger crowds since they don't ever seem to be even remotely busy.\n\nI will agree that when I have been there with small, personal groups, service has been unbearably slow. They would definitely earn one more star if there were even a whiff of concern... but when the group is larger, we have always received exemplary service - dare I say size does matter?\n\nThe food is actually above standard, for its kind. I love the Santa Fe Stuffed Chicken Breast (it has lots of goat cheese inside and is covered in their red pepper cream sauce - which honestly I think would be good spread over an old leather sneaker). I could eat the Adovo Chicken Pasta twice a week and never get tired of it (same reference to red pepper cream sauce). My ex swore that the Meatloaf was the best (but really, what can't be improved by a generous portion of bacon?!!). And my all time favorite has to be Chile Rubbed Sirloin - it's flavorful, without being overpowering, always cooked exactly as requested, and generally requires the threat of forking when others realize that \it looks better than mine.\""\n\nIf you like Margaritas. You should be happy with what Sam's has to offer. The Orange Beso makes my toes tingle. Fortunately, they limit those to two servings - otherwise I might find myself behaving badly. They have several \""house margaritas\"" all of which I've enjoyed (really it's not my fault, I work with a lot of social alcoholics... it's the only way to deal with the stress).\n\nMy final offering is that this particular location (I haven't ever tried at the others, so they might be accommodating as well), is great for private functions. They will basically close down whatever portion of the restaurant you might need, either feed you buffet style or from the menu, work with you on drink coupons, let you hang corporate flair, etc.  If you are in a pinch for a business gathering in a relaxed environment give it a try.""",e56OtD9W,4758
352,2018-01-16 00:40:56,I was determined to try local bakeries before submitting to the chain bakeries.  But after going through so much for just a piece of nice bread/pastry,hxa9si8l,3548
353,2018-03-24 00:49:03,"the resort is swanky.  very deluxe.  loads of amenities and nice-ities (if that's how you spell it).  the bar downstairs has some great shuttle board game - some people get waaayyy too into that game btw!  they have great scotch.  and don't miss your opportunity to sit outside by the fireplace and have some drinks when the weather is perfect and the views are excellent.  I didn't go into the \family pool\"" - only the adult pool and it sufficed for my leisurely needs.  i did, however, advantage of the spa - see next review.  the buffet for breakfast was pretty good with it's selection of muffins, pancakes, etc... another added benefit to this resort is that it's walking distance from the mall right across the street with the tommy bahama's and the sushi place, some decent local shopping. although i would try to avoid walking around an outdoor mall in arizona in the summer.  they do their best to blow cold water on you as you walk around outside but sheesh, it does NOT do the trick.  you're plain baking and the shops look a lot less appetizing when you're on fire.  the resort itself though was very good.  4 stars.  location, pool, spa, bars, restaurants, everything you can ask for.  perhaps the only downside (which isn't a downside for some) was the high number of kids walking around everywhere.  if you're a business man on travel, it's torrible but if you're a couple looking for something romantic, it's not ideal .""",Womjao3e,1112
354,2018-01-28 03:26:27,So,7N2Lnq1Q,3500
355,2018-05-17 07:26:26,i'm a basketball junkie and became a Suns fan during their amazing run in '92-'93. as a season ticket holder for 3 seasons now,I7Wdr302,555
356,2018-01-17 08:20:31,Ouch. This particular location of the Islands chain of restaurants just opened in north Scottsdale a month or two ago. The food is good - hence the 2 stars. The service is a complete mess. \n\nEverything started off fine with our table of seven. The waiter brought us our drink orders and took our food orders. Then we waited and waited. We wanted drink refills but no waiter to be found. \n\nFinally one of the runners (hope that's the right term - the people who deliver the food when your waiter doesn't bring out the food) came and attempted to start passing out the dishes. But it wasn't our order. The server insisted that it was for our table and passed out as many orders as she could,kampMMaQ,1350
357,2018-01-02 18:32:43,Long over due review.\n\nI don't dance \nI don't care for Country music \nI don't like hardcore Hip Hop\nI don't like long lines for the bar \nI don't like small drink cups\nI don't like bad karaoke\nI don't like MILFS dancing to old 80's tunes (actually this can be ok)\n\nBUT for some damn reason every time I come here I get drunk,qfHfteMx,4640
358,2018-01-09 08:42:30,This place puts out some darn tasty grub at an affordable price,Ax4AkKyJ,772
359,2018-01-16 23:49:25,"DE-LICIOUS! \nSOOOOO worth the trouble of finding a parking spot. The parking is a bit tight. But one you're in, you may not want to leave. It's hard to find truly tasty healthy vegan food. I had the most tasty Thai Peanut veggies w/mock chicken. SOOOO good. And \nI had to try the crab puffs.....an acquired taste...but still pretty good. $15 with drink left me happy to know I ate super yummy \greens\"". \nThen after wards, I had to go next door to Nami and try a vegan cupcake....and take one or two home to my daughter. So nice to find a place that uses alt to dairy. Blah! \n\nGo try out Green. You'll become addicted.""",faI70g8O,4607
