RestaurantID,Name,Phone,Address,City,State
2445,IHOP,(479) 968-4467,"401 E Harrell Dr, Russellville, AR 72802",Russellville,AR
2446,Bayview Club and Grill,,"Chelsea ct, Fairfield Bay, AR",Fairfield Bay,AR
2447,"Coffee Gallery
- CLOSED",(501) 244-0944,"322 Main St, Little Rock, AR 72201",Little Rock,AR
2448,Elenita's Mexican Cafe,417-335-5055,"165 S Town Blvd, Ste A, Hollister, Branson, MO 65672-9604",Hollister,MO
2449,Oceans at Arthurs,Website,"27 Rahling Rd, Little Rock, AR",Little Rock,AR
2450,Yo Mama,901-529-7308,"2545 Jackson Ave, Memphis, TN 38108-3323",Memphis,TN
2451,Subway,401-751-7827,"579 Atwells Ave, Unit E102, Providence, RI 02909-2494",Providence,RI
2452,Pollo Campero,479-631-6900,"2110 W Walnut St, Rogers, AR 72756-3246",Rogers,AR
2453,Asian Paradise Restaurant,401-454-1699,"165 Angell St, Unit 2, Providence, RI 02906-1241",Providence,RI
2454,Subway,(479) 262-6081,"2214 Fayetteville Rd., Van Buren, AR 72956",Van Buren,AR
2455,Del's Frozen Lemonade,(417) 719-6346,"61 Autumn St, Cranston, RI 02910",Cranston,RI
2456,Cinnabon,(479) 484-7310,"5111 Rogers Ave, Ste 156, Fort Smith, AR 72903",Fort Smith,AR
2457,Rally's Hamburgers,501-982-2024,"2211 N 1st St, Jacksonville, AR 72076-2830",Jacksonville,AR
2458,Calvitto's Pizza & Bakery,(401) 941-8863,"285 Park Ave, Cranston, RI 02905",Cranston,RI
2459,St Bart's Club,401-942-0640,"66 Sophia St, Providence, RI 02909-5332",Providence,RI
2460,Anthony's Seafood,+1 401-846-9620,"963 Aquidneck Ave, Middletown, RI 02842-7202",Middletown,RI
2461,Sumo Sushi Incorporated,401-848-2307,"198 Thames St, Ste 1, Newport, RI 02840-6623",Newport,RI
2462,Wendy's,517-423-5644,"1301 W Chicago Blvd, Tecumseh, MI 49286",Tecumseh,MI
2463,Restaurant On The Corner & Grill,(479) 521-2674,"3582 N. Highway 112, Fayetteville, AR 72704",Fayetteville,AR
2464,Souper Bowls,(401) 272-7687,"45 Weybosset St, Providence, RI 02903",Providence,RI
2465,Brooklyn Country View Restaurant,860-774-1200,"170 South St, Brooklyn, CT 06234",Brooklyn,CT
2466,McDonald's,(870) 236-3715,"1407 W Kingshighway, Paragould, AR 72450",Paragould,AR
2467,Subway,(479) 754-0885,"1146 S Rogers St, Subway MDP, Clarksville, AR 72830",Clarksville,AR
2468,"China Garden
- CLOSED",501-399-9888,"908 McGowan St, Little Rock, AR 72202",Little Rock,AR
2469,Domino's Pizza,401-826-3636,"957 Main St, West Warwick, RI 02893-3510",West Warwick,RI
2470,Baskin-Robbins,501-227-5656,"10102 N Rodney Parham Rd, Little Rock, AR 72227-5550",Little Rock,AR
2471,Rj's Pub,248-652-9550,"290 W Tienken Rd, Rochester Hills, MI 48306",Rochester Hills,MI
2472,Del's Frozen Lemonade,401-724-1708,"170 Mendon Rd, Cumberland, RI 02864",Cumberland,RI
2473,Camille's,401-751-4812,"71 Bradford Street, Providence, RI 02903-1671",Providence,RI
2474,Yummies,4793130526.00,"650 East Mcclinton St, Fayetteville, AR 72701",Fayetteville,AR
2475,Bob Evans,,"Phoenix, Fort Smith, AR",Fort Smith,AR
2476,Lucky's Bar and Grille,(401)431-6500,"1175 Warren Avenue, East Providence, RI 02914",East Providence,RI
2477,John's New York Systems,(401) 861-7090,"326 Cranston St, Providence, RI 02907",Providence,RI
2478,Ronzio Pizza,401-944-9300,"1464 Park Ave, Cranston, RI 02920-6629",Cranston,RI
2479,Subway,501-353-0440,"6701 W 12th St, Little Rock, AR 72204",Little Rock,AR
2480,Starbucks,(401) 849-1217,"85 E Main Rd, ""# 91"", Middletown, RI 02842",Middletown,RI
2481,Subway,501-860-7899,"7221 Alcoa Rd, Benton, AR 72015",Benton,AR
2482,Subway,860-774-7046,"576 Providence Rd, Brooklyn, CT 06234",Brooklyn,CT
2483,Marcus Grill,(586) 781-8500,"55690 Vandyke Ave., Shelby Township, MI 48316",Shelby Township,MI
2484,Molly's Diner,870-226-9913,"201 S Myrtle St, Warren, AR 71671-2710",Warren,AR
2485,Charlotte's Eats and Sweets,,"290 Main Street, Keo, AR",Keo,AR
2486,Ruby Tuesday,Website,"2915 Kazi Street, Jonesboro, AR",Jonesboro,AR
2487,Nami,401-383-6599,"198 Atwells Avenue, Providence, RI 02903",Providence,RI
2488,Greenlight Restaurant Lounge,(906) 523-4417,"22095 7th St, Chassell, MI 49916",Chassell,MI
2489,Chi Zi's Pizza,(501) 221-1060,"11121 N Rodney Parham Rd, Ste 9A, Little Rock, AR 72212",Little Rock,AR
2490,Subway,401-568-3077,"130 Pascoag Main St, Pascoag, RI 02859",Pascoag,RI
2491,D'Angelo,,"1199 Main St, West Warwick, RI",West Warwick,RI
2492,UNO Chicago Grill,401-270-4866,"82 Providence Pl, Providence, RI 02903-1752",Providence,RI
2493,El Taco Casa,479-229-2221,"512 N 2nd St, Dardanelle, AR 72834",Dardanelle,AR
2494,Early Risers,,"Eddie Dowling Hwy, North Smithfield, RI",North Smithfield,RI
2495,Lincoln Creamery,(401) 724-1050,"276 Front St, Frnt 1, Lincoln, RI 02865",Lincoln,RI
2496,Pizza Pro,870-836-9600,"1241 Cash Rd SW, Camden, AR 71701",Camden,AR
2497,Moe's Place,401-432-7443,"103 Plainfield St, Providence, RI 02909-3406",Providence,RI
2498,McDonald's,(501) 321-9663,"1214 Albert Pike Rd, Hot Springs, AR 71913-4133",Hot Springs,AR
2499,Cracker Barrel,+1 479-632-0767,"431 U.S. 71, Alma, AR 72921",Alma,AR
2500,La Huerta,479-521-7990,"2356 N College Ave, Fayetteville, AR 72703-2805",Fayetteville,AR
2501,Wild Flour Vegan Bakery & Juice Bar,(401) 475-4718,"727 East Ave, Pawtucket, RI 02860",Pawtucket,RI
2502,Happys Pizza,2488448484.00,"3350 S Rochester Road, Rochester Hills, MI 48307",Rochester Hills,MI
2503,Silk Road Restaurant,(479) 621-9099,"1023 S 8th St, Rogers, AR 72756",Rogers,AR
2504,McDonald's,(501) 758-0400,"4008 Mccain Blvd, North Little Rock, AR 72116",North Little Rock,AR
2505,Subway,479-648-8688,"3501 Old Greenwood Rd, Fort Smith, AR 72903",Fort Smith,AR
2506,Delta Crawfish Cajun Cafe,Website,"4660 Highway 412 East, Paragould, AR",Paragould,AR
2507,Hardee's,479-524-8344,"1625 Highway 412 W, Siloam Springs, AR 72761-4557",Siloam Springs,AR
2508,Hungry Howie's Pizza,248-852-0002,"2638 S Rochester Rd, Rochester Hills, MI 48307-4545",Rochester Hills,MI
2509,Union Station Brewery,401-274-2739,"36 Exchange Terr., Downtown, Providence, RI",Providence,RI
2510,Chicory,401 831 0600,"166 Broadway, Providence, RI 02903",Providence,RI
2511,Fuji Kim's Sushi & Grill,903-334-6903,"2830 Richmond Road, Texarkana, TX 75503",Texarkana,TX
2512,TGI Fridays,(501) 329-8300,"1105 E Oak St, Conway, AR 72032",Conway,AR
2513,Baskin-Robbins,(870) 777-2824,"1615 N Hervey St, Hope, AR 71801",Hope,AR
2514,Murphy's Deli and Bar,401-421-1188,"100 Fountain St, Providence, RI 02903",Providence,RI
2515,Road Side BBQ,(870) 733-9208,"196 147, Proctor, AR 72376",Proctor,AR
2516,Taziki's Mediterranean Cafe,Website,"95 E. Joyce Blvd., Fayetteville, AR",Fayetteville,AR
2517,Baskin-Robbins,(501) 354-4263,"100 Fish Lake Rd., Atkins, AR 72823",Atkins,AR
2518,The Classic Cafe,401-273-0707,"865 Westminster St, Providence, RI 02903-4020",Providence,RI
2519,Nick's New York System,401-823-5220,"280 Cowesett Ave, West Warwick, RI 02893-2206",West Warwick,RI
2520,Papa John's,479-444-1999,"503 N College Ave, Fayetteville, AR 72701",Fayetteville,AR
2521,Daylight Donuts,(870) 423-3363,"803 Eureka Ave, Berryville, AR 72616",Berryville,AR
2522,U.S. Pizza Co.,501-943-3333,"3600 Highway 5 N, Benton, AR 72022",Benton,AR
2523,Taco Bueno,479-442-7724,"272 E Joyce Blvd, Fayetteville, AR 72703",Fayetteville,AR
2524,Mc Allisters Deli,(501) 228-7727,"12019 Westhaven Dr, Little Rock, AR 72211-2745",Little Rock,AR
2525,Spikes Junkyard Dogs,401-781-7556,"640 Reservoir Ave, Cranston, RI 02910-1625",Cranston,RI
2526,Dragon Villa,401-723-9330,"609 Smithfield Ave, Lincoln, RI 02865-3314",Lincoln,RI
2527,Chuck E. Cheese's,(479) 452-0111,"1200 S Waldron Rd Ste 148, Fort Smith, AR 72903-2569",Fort Smith,AR
2528,Fish To Go,501-835-1235,"3301 E Kiehl Ave, Sherwood, AR 72120-3313",Sherwood,AR
2529,Scoops,401-349-2499,"265 Putnam Pike, Smithfield, RI 02917",Smithfield,RI
2530,Kosmos Greekafe,479.521.7482,"2136 N College Ave, Fayetteville, AR",Fayetteville,AR
2531,Moonlight House of Weiners,401-766-5806,"32 Rathbun St, Woonsocket, RI 02895-2023",Woonsocket,RI
2532,Senor Tequila,,"2000 S University, Little Rock, AR",Little Rock,AR
2533,The Flying Pig Bar-B-Que,501-279-1211,"1016 S Main ST, Searcy, AR 72143",Searcy,AR
2534,Pat's Hen House,(401) 826-2897,"35 Quaker Ln, West Warwick, RI 02893-2186",West Warwick,RI
2535,Dunkin Donuts,(401) 943-4410,"235 Atwood Ave, Cranston, RI 02920",Cranston,RI
2536,Hiro,(870) 268-6622,"3006 E Highland Dr, Jonesboro, AR 72401-6321",Jonesboro,AR
2537,J's Deli,(401) 334-1414,"2364 Diamond Hill Rd, Cumberland, RI 02864",Cumberland,RI
2538,Bar SBB Que,(870) 755-7817,"5541 Highway 42, Parkin, AR 72373",Parkin,AR
2539,Catanzaro's Pizzeria N.P.,401-354-8888,"1385 Mineral Spring Avenue, North Providence, RI 02904",North Providence,RI
2540,Simpkins Family Buffet,870-236-3677,"403 W Kingshighway, Paragould, AR 72450-4232",Paragould,AR
2541,Silvek's European Bakery,501-661-9699,"1900 N Polk St, Little Rock, AR 72207-4634",Little Rock,AR
2542,Subway,248-652-0515,"1954 S Rochester Rd, Rochester Hills, MI 48307",Rochester Hills,MI
2543,Mc Shawn's Pub,(401) 942-9747,"1336 Cranston St, Cranston, RI 02920-6724",Cranston,RI
2544,K&J Diner,18702286908.00,"303 Valley Drive, West Helena, AR",West Helena,AR
2545,Papa Joe's Country Store and Cafe,,"12295 US Highway 165 E, Humnoke, AR",Humnoke,AR
2546,Greg's Rise & Dine Cafe,501-760-5899,"1739 Airport Rd, Hot Springs, AR 71913-7949",Hot Springs,AR
2547,Amigo Juan Mexican Cafe,870.777.0006,"1200 N Hervey St, Hope, AR 71801",Hope,AR
2548,Little Caesars,501-847-8400,"2202 N Reynolds Rd, Bryant, AR 72022",Bryant,AR
2549,Bittersweet Cafe,248-328-0800,"112 S Saginaw St, Holly, MI 48442-1610",Holly,MI
2550,Hong Meas Restaurant,401-438-5227,"332 Warren Ave, East Providence, RI 02914-3841",East Providence,RI
2551,All Stars Bar & Grill - West Warwick,401-825-7784,"49 Providence Street, West Warwick, RI 02893",West Warwick,RI
2552,Nani's Pizzeria,4014560000.00,"389 Smith Street, Providence, RI 02908",Providence,RI
2553,Eat My Catfish,501-627-0667,"1347 Albert Pike Road, Hot Springs, AR 71913",Hot Springs,AR
2554,Eagle Express Liquor Pizza & Deli,810-632-6880,"9576 E Highland Rd, Howell, MI 48843-9098",Howell,MI
2555,Ramon's Pizza,401-725-3303,"171 Pawtucket Ave, Pawtucket, RI 02860-3812",Pawtucket,RI
2556,Kimo's: A Taste of Thai,479-636-2250,"104 North 12th Street, Rogers, AR 72756",Rogers,AR
2557,Lindsays Pizza Grill,,"2105 Main St, Des Arc, AR",Des Arc,AR
2558,7 Mares Mexican Restaurant,417-334-0677,"5753 State Highway 165, Branson, MO 65616-8945",,MO
2559,Carter's Restaurants Incorporated,(313) 277-9033,"22990 Outer Dr, Dearborn, MI 48124",Dearborn,MI
2560,Casa Mexicana,(501) 835-7876,"6929 John F Kennedy Blvd, North Little Rock, AR 72116-5339",North Little Rock,AR
2561,Brewed Awakenings,,"Pontiac Avenue, Cranston, RI",Cranston,RI
2562,Cici's Pizza Jacksonville Ar,(501) 241-2224,"120 John Harden Dr Ste 1, Ste 1, Jacksonville, AR 72076",Jacksonville,AR
2563,Bar-b-q Barn,(870) 236-8999,"6115 W Kingshighway, Paragould, AR 72450",Paragould,AR
2564,Papa John's,(501) 224-7300,"11321 W Markham St, Little Rock, AR 72211",Little Rock,AR
2565,Ramona's City Grill,870-797-7669,"95 E 2 Ave, Strong, AR 71765",Strong,AR
2566,The Burrito Company,401-597-6400,"104 Cass Ave, Woonsocket, RI 02895-4708",Woonsocket,RI
2567,Fiesta Linda's,,"Crossett, AR",Crossett,AR
2568,McDonald's,(501) 796-8696,"1148 Main St., Vilonia, AR 72173",Vilonia,AR
2569,Pizza Hut,870-226-7501,"105 W Central St, Warren, AR 71671",Warren,AR
2570,McDonald's,(401) 934-1230,"49 Hartford Ave, North Scituate, RI 02857",North Scituate,RI
2571,Slim Chickens - Little Rock,(501) 907-0111,"4500 West Markham St., Little Rock, AR 72201",Little Rock,AR
2572,Thai House Restaurant,+1 479-363-6632,"2059 E. Van Buren, Eureka Springs, AR",Eureka Springs,AR
2573,A1's Chinese Restaurant,586-216-2942,"117 W Lafayette St, Romeo, MI 48065",Romeo,MI
2574,Taqueria Guadalucana3,901-386-4641,"3160 Austin Peay Hwy, Memphis, TN 38128-4604",Memphis,TN
2575,Wendy's,501-562-7506,"8703 Geyer Springs Rd, Little Rock, AR 72209",Little Rock,AR
2576,Waffle House,501-833-0036,"6501 Warden Rd, Sherwood, AR 72120-5038",Sherwood,AR
2577,Cracker Barrel,,"211 East Harrell Drive, Russellville, AR",Russellville,AR
2578,Back Yard Burgers,(479) 582-4414,"2036 N College Ave, Fayetteville, AR 72703",Fayetteville,AR
2579,Jo-jo's Bar-b-q,(501) 812-5656,"3400 Burks Ave., North Little Rock, AR 72118-4810",North Little Rock,AR
2580,Dunkin Donuts & Baskin Robbins - Conway,5015555555.00,"105 East Oak Street, Conway, AR 72032",Conway,AR
2581,Hunan Place Tea Garden,(501) 315-9068,"15904 Interstate 30, Benton, AR 72019-4092",Benton,AR
2582,Domino's Pizza,401-765-3571,"194 Main St, Woonsocket, RI 02895",Woonsocket,RI
2583,Broadway Pizza House,901-454-7930,"2581 Broad Ave, Memphis, TN 38112-2615",Memphis,TN
2584,Little Caesars,870-741-1841,"814 Highway 62, Harrison, AR 72601",Harrison,AR
2585,Fiore's Bar and Grill,508-675-5800,"483 Brayton Ave, Fall River, MA 02721-3633",Fall River,MA
2586,Zip's Dining Car,(860) 774-6335,"Rte 101 & Rte 12, Dayville, CT 06241",Dayville,CT
2587,Papa John's,401-762-8595,"1049 Cass Ave, Woonsocket, RI 02895",Woonsocket,RI
2588,Adesso Restaurant,(401) 722-3000,"1058 Charles Street, North Providence, RI 02904",North Providence,RI
2589,Dunkin' Donuts,(401) 723-5878,"372 Cottage St, Pawtucket, RI 02861",Pawtucket,RI
2590,Del's Frozen Lemonade,,"110 Doyle Ave, Providence, RI 02906",Providence,RI
2591,The Village Tavern,4017640893.00,"90 Hartford Pike, North Scituate, RI 02857",North Scituate,RI
2592,Sonic Drive-In,417-256-9771,"1710 Gibson St, West Plains, MO 65775",West Plains,MO
2593,Ponchito's Mexican Grill,501-246-5282,"10901 N Rodney Parham, Little Rock, AR 72211",Little Rock,AR
2594,Subway,501-354-3515,"1812 E Harding St, Morrilton, AR 72110",Morrilton,AR
2595,Royal Buffet,501-753-8885,"109 E Pershing Blvd, North Little Rock, AR 72114-2335",North Little Rock,AR
2596,Subway,(870) 732-2148,"1100 Martin Luther King Dr, West Memphis, AR 72301",West Memphis,AR
2597,Dixie Cafe,501-758-4777,"2724 Lakewood Village Pl, North Little Rock, AR 72116-8060",North Little Rock,AR
2598,Johnny Rockets,(401) 270-0902,"59 Providence Pl, Providence, RI 02903",Providence,RI
2599,Mr Pizza,(401) 861-6469,"351 Douglas Ave, Providence, RI 02908",Providence,RI
2600,Pastry Gourmet,(401) 333-5535,"2130 Mendon Rd Ste 1, Cumberland, RI 02864-3837",Cumberland,RI
2601,Biggby Coffee,517-545-8196,"1275 Lawson Dr, Howell, MI 48843",Howell,MI
2602,Thai Kitchen,479-464-7288,"707 SW A St, Bentonville, AR 72712",Bentonville,AR
2603,Subway,(401) 356-4131,"1625 Diamond Hill Rd, Cumberland, RI 02864-5535",Cumberland,RI
2604,Burger King,870-732-4598,"433 W Broadway St, West Memphis, AR 72301",West Memphis,AR
2605,Maggies Original Cookie Co,(501) 336-9600,"2850 Prince St, Conway, AR 72034",Conway,AR
2606,La Princesa Plaza,5014507022.00,"356 S. Harkrider, Conway, AR 72032",Conway,AR
2607,Cherryberry Bentonville Arkansas,Website,"3511 SE J Street, Bentonville, AR 72712",Bentonville,AR
2608,Saddlebock Brewery,Website,"Habberton Rd, Springdale, AR",Springdale,AR
2609,Cornerstone Bakery & Restaurant,(508) 676-1220,"1713 G A R Hwy, Swansea, MA 02777-3901",Swansea,MA
2610,Boulevard Bread Co,(501) 244-2455,"120 Commerce St, Little Rock, AR 72201",Little Rock,AR
2611,Euro Bistro,401-273-5900,"441 Atwells Ave, Providence, RI 02909-1046",Providence,RI
2612,Sir Pizza,248-652-0500,"290 W Tienken Rd, Rochester Hills, MI 48306-4404",Rochester Hills,MI
2613,"Arrow
- CLOSED",(501) 301-7911,"700 E 9TH St, Little Rock, AR 72202-3978",Little Rock,AR
2614,Chili's Grill & Bar,401-431-4062,"50 Highland Ave, East Providence, RI 02914-1221",East Providence,RI
2615,Les Terrasses Wood,,"6805, route Louis-S.-St-Laurent, Compton, AR",Compton,AR
2616,Bassett's Inn,401-737-6073,"2227 W Shore Rd, Warwick, RI 02889-8429",Warwick,RI
2617,Domino's Pizza,401-658-0077,"3400 Mendon Rd, Cumberland, RI 02864",Cumberland,RI
2618,Fowler's Restaurant,,"Arkansas Highway 10,, Danville, AR",Danville,AR
2619,Front Page Cafe,(870) 932-6343,"2117 E Parker Rd, Jonesboro, AR 72404-8458",Jonesboro,AR
2620,Swiss Family Bistro,479-667-0149,"109 Rue De Cabernent, Altus, AR 72821",Altus,AR
2621,Krispy House,870-269-3144,"706 E Main St, Mountain View, AR 72560",Mountain View,AR
2622,I Love Mexico Bar and Grille,401-499-4447,"283 Smith St, Providence, RI 02908",Providence,RI
2623,J&J Circle Inn,18705613120.00,"437 W Ar 18 Byp, Manila, AR",Manila,AR
2624,Taco Bell,870-734-2818,"2007 N Main St, Brinkley, AR 72021",Brinkley,AR
2625,Sonic Drive-In,479-444-7858,"1321 W 6th St, Fayetteville, AR 72701",Fayetteville,AR
2626,Dragon Garden,401-597-6800,"240 Social St, Woonsocket, RI 02895",Woonsocket,RI
2627,China King Buffet,870 892 1280,"1011 McQuay Avenue, Pocahontas, AR 72455",Pocahontas,AR
2628,Del's Frozen Lemonade,(714) 441-0655,"28 Hartford Ave, Providence, RI 02909",Providence,RI
2629,The Spring Dipper,1-870-625-1000,"746 Highway 63 S, Mammoth Spring, AR 72554",Mammoth Spring,AR
2630,Upper Crust Pizza,870-336-7500,"3120 Shelby Dr, Ste 2, Jonesboro, AR 72404",Jonesboro,AR
2631,McDonald's,870-942-0909,"1212 S Rock St, Sheridan, AR 72150",Sheridan,AR
2632,Burger King,401-949-4351,"438 Putnam Pike, Greenville, RI 02828",Greenville,RI
2633,Church's Chicken,501-513-4700,"500 Oak St, Conway, AR 72032-4443",Conway,AR
2634,Mc Govern's Restaurant,(508) 679-5010,"310 Shove St, Fall River, MA 02724",Fall River,MA
2635,UNO Chicago Grill,401-233-4570,"371 Putnam Pike, Smithfield, RI 02917-2440",Smithfield,RI
2636,Mazzio's Pizza,870-793-1167,"810 S Saint Louis St, Batesville, AR 72501",Batesville,AR
2637,Antoniou's Pizza,(248) 650-2200,"918 S Rochester Rd, Rochester Hills, MI 48307-2742",Rochester Hills,MI
2638,McDonald's,479-267-6555,"207 W Main St, Farmington, AR 72730",Farmington,AR
2639,Los Mayas Restaurant,5012629030.00,"3682 Malvern Road, Hot Springs, AR 71901",Hot Springs,AR
2640,D'carlo Pizzeria & Ristorante,+1 501-407-0400,"12325 Stagecoach Rd, Little Rock, AR 72210-8933",Little Rock,AR
2641,Sonic Drive-In,479-963-3500,"1305 E Walnut St, Paris, AR 72855",Paris,AR
2642,Shake Shop,870-781-3611,"N Bay Dr, Bay, AR 72411",Bay,AR
2643,Portabellas Pizza and Seafood,(401) 475-5559,"2000 Mendon Rd, Cumberland, RI 02864",Cumberland,RI
2644,IHOP,(479) 631-2467,"4604 W Walnut St, Rogers, AR 72756",Rogers,AR
2645,Blue Mountain Bakery & Deli,Website,"207 Stone Street, Jasper, AR",Jasper,AR
2646,The Mixing Bowl,(501) 305-4845,"511 W Arch Ave, Searcy, AR 72143-5203",Searcy,AR
2647,Subway,870-793-7766,"990 Harrison St, Batesville, AR 72501",Batesville,AR
2648,Silver Shell at Sheraton Airport Hotel,(401) 738-4000,"1850 Post Rd., Warwick, RI 02886",Warwick,RI
2649,Campanella's,401-943-3500,"930 Oaklawn Ave, Cranston, RI 02920-2642",Cranston,RI
2650,Huddle House,870-536-1900,"3101 Market Street, Pine Bluff, AR 71601",Pine Bluff,AR
2651,City Bagel Cafe Remembered,501-436-9466,"Hwy 412 W, Siloam Springs, AR 72761",Siloam Springs,AR
2652,Rod's Grille,401-245-9405,"6 Washington St, Warren, RI 02885-3315",Warren,RI
2653,Starbucks,,"9401 N. Rodney Parham Rd, Little Rock, AR 72227",Little Rock,AR
2654,Chick-fil-A,(479) 443-0011,"4201 N Shiloh Dr, Ste 1390, Fayetteville, AR 72703",Fayetteville,AR
2655,The Port Grille and Raw Bar,401-619-5892,"359 Thames Street, Newport, RI 02835, Newport, RI",Newport,RI
2656,Brick House Grill,+1 501-321-2926,"801 Central Ave Ste 24, Hot Springs, AR 71901-5312",Hot Springs,AR
2657,Sonic Drive-In,(479) 965-8400,"7 W Main St, Charleston, AR 72933",Charleston,AR
2658,Bluefin Grille at the Providence Marriott Downtown,401-272-5852,"1 Orms St, Providence, RI 02904-2221",Providence,RI
2659,Del's Lemonade,(401) 849-1040,"729 W Main Rd, Middletown, RI 02842-6357",Middletown,RI
2660,Mi Pueblo,8707026151.00,"650 W Service Rd, Suite 121, West Memphis, AR 72301",West Memphis,AR
2661,Oriental Taste,401-942-6388,"2244 Plainfield Pike, Cranston, RI 02921-2035",Cranston,RI
2662,Domino's Pizza,501-851-1600,"115 Carnahan Dr, Maumelle, AR 72113",Maumelle,AR
2663,The Sweet Shoppe,870-863-4315,"103 S Parkway Dr, El Dorado, AR 71730-3742",El Dorado,AR
2664,El Sombrero Mexican Grill,918-822-2847,"S Hwy 59, Westville, OK",Westville,OK
2665,Howards Chowder Shack,401-764-0633,"659 Hartford Pike, North Scituate, RI 02857",North Scituate,RI
2666,Mi Guatemala Restaurant,401-621-9147,"1049 Atwells Ave, Providence, RI 02909-4114",Providence,RI
2667,Charlie's Cafe,(870) 426-4663,"23783 Main Street, Omaha, AR 72662",Omaha,AR
2668,Marco's Pizza,501-978-0022,"11601 N Rodney Parham Rd, Ste 1, Little Rock, AR 72212-4167",Little Rock,AR
2669,2 Paul's,,"315 Waterman Ave, East Providence, RI",East Providence,RI
2670,Bellwood Diner,501-753-1012,"3815 Mac Arthur Dr, North Little Rock, AR 72118-4868",North Little Rock,AR
2671,The Federal Tavern,Website,"T F Greene Airport, 2000 Post Road, Warwick, RI",Warwick,RI
2672,Mandarin Wok II,901-873-1629,"8023 Us Highway 51 N, Millington, TN 38053-1730",Millington,TN
2673,Banderas Steakhouse,,"1718 N West Ave, El Dorado, AR",El Dorado,AR
2674,Kum & Go,,"2400 W Hudson RD, Rogers, AR",Rogers,AR
2675,A Taste of Pho,,"2512 E. Highland Dr., Jonesboro, AR",Jonesboro,AR
2676,King's One Stop,501-868-9061,"23724 Arkansas 10, Little Rock, AR 72201",Little Rock,AR
2677,Pizza Pro,(501) 843-1450,"409 Hickory St, Ward, AR 72176",Ward,AR
2678,One Bellevue Restaurant,401-848-4824,"One Bellevue Avenue, Newport, RI 02840-3205",Newport,RI
2679,O'Henry's Restaurant,Website,"283 Highway 365, Conway, AR",Conway,AR
2680,La Laiterie,401.274.7177,"186 Wayland Avenue, Providence, RI",Providence,RI
2681,Bally's Casino Buffet,Website,"13615 Old Hwy 61 N, Tunica, MS",Tunica,MS
2682,Chuck E. Cheese's,870-268-8371,"3400 E Highland Dr, Jonesboro, AR 72401",Jonesboro,AR
2683,The Pavilion Grill,989-734-4897,"118 Lake St, Rogers City, MI 49779",Rogers City,MI
2684,Hunan Chinese Restaurant,(479) 621-5300,"509 S 8th Street, Rogers, AR 72756",Rogers,AR
2685,Mooyah,5015205000.00,"3954 Central Avenue, Suite G, Hot Springs, AR 71913",Hot Springs,AR
2686,KJ's Grill,+1 501-767-0063,"1834 Airport Road, Hot Springs, AR 71913",Hot Springs,AR
2687,Cafe 5501,501-603 0080/ 0082,"5501 Kavanaugh Blvd Suite #G, Little Rock, AR 72207",Little Rock,AR
2688,KFC,401-739-9088,"767 Airport Rd, Warwick, RI 02886",Warwick,RI
2689,Cracker Barrel,870-230-8875,"173 Valley St., Arkadelphia, AR",Arkadelphia,AR
2690,Leo's Greek Castle,501-666-7414,"2925 Kavanaugh Blvd, Little Rock, AR 72205-3718",Little Rock,AR
2691,Bone Fish Grill,,"Pinnicle Hills, Rogers, AR",Rogers,AR
2692,Coney Island System,401-434-2399,"122 Taunton Ave, East Providence, RI 02914-4531",East Providence,RI
2693,Dunkin' Donuts,(401) 737-8832,"2003 Post Rd, Warwick, RI 02886-1538",Warwick,RI
2694,My Daddy's Pizza & Grille,(401) 305-7773,"594 Pawtucket Ave, Pawtucket, RI 02860",Pawtucket,RI
2695,Tamolly's,870-775-1010,"3801 E 9th St, Texarkana, AR 71854-5800",Texarkana,AR
2696,Zack's Place,(501) 664-6444,"1400 S University Ave, Little Rock, AR 72204-2606",Little Rock,AR
2697,Sue's Restaurant,401-751-3191,"22 Winter St, Providence, RI 02903-3527",Providence,RI
2698,New Rivers,(401) 751-0350,"7 Steeple St, Providence, RI 02903-1329",Providence,RI
2699,Smoke House Restaurant,501-362-7733,"701 W Main St, Heber Springs, AR 72543",Heber Springs,AR
2700,Church's Chicken,(662) 363-6744,"1124 Hwy 61 S, Tunica, MS 38676",Tunica,MS
2701,Geraldi's Italian Restaurant,870-423-2666,"204 Public Sq, Berryville, AR 72616-3957",Berryville,AR
2702,Wendy's,903-831-6597,"2902 Richmond Rd, Texarkana, TX 75503-2126",Texarkana,TX
2703,The Take & Bake Pizza Cafe,501-217-3885,"102 B Markham Park Dr., Little Rock, AR 72211",Little Rock,AR
2704,Cafe El Mana,(401) 383-4515,"212 Pocasset Ave, Providence, RI 02909",Providence,RI
2705,Brick Oven Pizza,,"Hogan and Tyler, Conway, AR",Conway,AR
2706,The Point Bar and Grill,(810) 344-9841,"5545 S Saginaw Rd, Flint, MI 48507-4461",Flint,MI
2707,Escape Bar N Grill,401-714-0191,"605 Douglas Ave, Providence, RI 02908-1604",Providence,RI
2708,Old South Restaurant,479-968-3789,"1330 E Main St, Russellville, AR 72801-5323",Russellville,AR
2709,Margarita's,(501) 609-0123,"1607 Albert Pike Rd, Hot Springs, AR 71913-4018",Hot Springs,AR
2710,Market Cafe,(501) 945-8884,"45 Market Plz, North Little Rock, AR 72117",North Little Rock,AR
2711,JB's Wing Stop,(870) 364-6800,"105 E 1st Ave, Ste B, Crossett, AR 71635",Crossett,AR
