MovieID,movie_title,director_name,genres,content_rating
1063,Mary Reilly,Stephen Frears,Drama|Horror|Romance|Thriller,R
1064,My Best Friend's Wedding,P.J. Hogan,Comedy|Romance,PG-13
1065,America's Sweethearts,Joe Roth,Comedy|Romance,PG-13
1066,Insomnia,Christopher Nolan,Drama|Mystery|Thriller,R
1067,Star Trek: First Contact,Jonathan Frakes,Action|Adventure|Drama|Sci-Fi|Thriller,PG-13
1068,Jonah Hex,Jimmy Hayward,Action|Drama|Fantasy|Thriller|Western,PG-13
1069,Courage Under Fire,Edward Zwick,Action|Drama|Mystery|Thriller|War,R
1070,Liar Liar,Tom Shadyac,Comedy|Fantasy|Romance,PG-13
1071,The Infiltrator,Brad Furman,Biography|Crime|Drama|Thriller,R
1072,Inchon,Terence Young,Drama|History|War,PG
1073,The Flintstones,Brian Levant,Comedy|Family|Fantasy,PG
1074,Taken 2,Olivier Megaton,Action|Crime|Thriller,PG-13
1075,Scary Movie 3,David Zucker,Comedy,PG-13
1076,Miss Congeniality,Donald Petrie,Action|Comedy|Crime|Romance,PG-13
1077,Journey to the Center of the Earth,Eric Brevig,Action|Adventure|Family|Fantasy|Sci-Fi,PG
1078,The Princess Diaries 2: Royal Engagement,Garry Marshall,Comedy|Family|Romance,G
1079,The Pelican Brief,Alan J. Pakula,Crime|Drama|Mystery|Thriller,PG-13
1080,The Client,Joel Schumacher,Crime|Drama|Mystery|Thriller,PG-13
1081,The Bucket List,Rob Reiner,Adventure|Comedy|Drama,PG-13
1082,Patriot Games,Phillip Noyce,Action|Thriller,R
1083,Monster-in-Law,Robert Luketic,Comedy|Romance,PG-13
1084,Prisoners,Denis Villeneuve,Crime|Drama|Mystery|Thriller,R
1085,Training Day,Antoine Fuqua,Crime|Drama|Thriller,R
1086,Galaxy Quest,Dean Parisot,Adventure|Comedy|Sci-Fi,PG
1087,Scary Movie 2,Keenen Ivory Wayans,Comedy,R
1088,The Muppets,James Bobin,Adventure|Comedy|Family|Musical,PG
1089,Blade,Stephen Norrington,Action|Horror,R
1090,Coach Carter,Thomas Carter,Drama|Sport,PG-13
1091,Changing Lanes,Roger Michell,Drama|Thriller,R
1092,Anaconda,Luis Llosa,Action|Adventure|Horror|Thriller,PG-13
1093,Coyote Ugly,David McNally,Comedy|Drama|Music|Romance,PG-13
1094,Love Actually,Richard Curtis,Comedy|Drama|Romance,R
1095,A Bug's Life,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,G
1096,From Hell,Albert Hughes,Horror|Mystery|Thriller,R
1097,The Specialist,Luis Llosa,Action|Crime|Drama|Romance|Thriller,R
1098,Tin Cup,Ron Shelton,Comedy|Drama|Romance|Sport,R
1099,"Yours, Mine and Ours",Melville Shavelson,Comedy|Family,Unrated
1100,Kicking & Screaming,Jesse Dylan,Comedy|Family|Romance|Sport,PG
1101,The Hitchhiker's Guide to the Galaxy,Garth Jennings,Adventure|Comedy|Sci-Fi,PG
1102,Fat Albert,Joel Zwick,Comedy|Family|Fantasy|Romance,PG
1103,Resident Evil: Extinction,Russell Mulcahy,Action|Horror|Sci-Fi|Thriller,R
1104,Blended,Frank Coraci,Comedy|Romance,PG-13
1105,Last Holiday,Wayne Wang,Adventure|Comedy|Drama,PG-13
1106,The River Wild,Curtis Hanson,Action|Adventure|Crime|Thriller,PG-13
1107,The Indian in the Cupboard,Frank Oz,Drama|Family|Fantasy,PG
1108,Savages,Oliver Stone,Crime|Drama|Thriller,R
1109,Cellular,David R. Ellis,Action|Crime|Thriller,PG-13
1110,Johnny English,Peter Howitt,Action|Adventure|Comedy,PG
1111,The Ant Bully,John A. Davis,Adventure|Animation|Comedy|Family|Fantasy,PG
1112,Dune,David Lynch,Action|Adventure|Sci-Fi,PG-13
1113,Across the Universe,Julie Taymor,Drama|Fantasy|Musical|Romance,PG-13
1114,Revolutionary Road,Sam Mendes,Drama|Romance,R
1115,16 Blocks,Richard Donner,Action|Crime|Drama|Thriller,PG-13
1116,Babylon A.D.,Mathieu Kassovitz,Action|Adventure|Sci-Fi|Thriller,PG-13
1117,The Glimmer Man,John Gray,Action|Comedy|Crime|Drama|Thriller,R
1118,Multiplicity,Harold Ramis,Comedy|Romance|Sci-Fi,PG-13
1119,Aliens in the Attic,John Schultz,Adventure|Comedy|Family|Fantasy|Sci-Fi,PG
1120,The Pledge,Sean Penn,Crime|Drama|Mystery|Thriller,R
1121,The Producers,Susan Stroman,Comedy|Musical,PG-13
1122,Dredd,Pete Travis,Action|Sci-Fi,R
1123,The Phantom,Simon Wincer,Action|Adventure|Comedy|Fantasy,PG
1124,All the Pretty Horses,Billy Bob Thornton,Drama|Romance|Western,PG-13
1125,Nixon,Oliver Stone,Biography|Drama|History,R
1126,The Ghost Writer,Roman Polanski,Mystery|Thriller,PG-13
1127,Deep Rising,Stephen Sommers,Action|Adventure|Horror|Sci-Fi,R
1128,Miracle at St. Anna,Spike Lee,Action|Crime|Drama|Thriller|War,R
1129,Curse of the Golden Flower,Yimou Zhang,Drama|Romance,R
1130,Bangkok Dangerous,Danny Pang,Action|Crime|Thriller,R
1131,Big Trouble,Barry Sonnenfeld,Comedy|Crime|Thriller,PG-13
1132,Love in the Time of Cholera,Mike Newell,Drama|Romance,R
1133,The Returned            ,NULL,Drama|Fantasy|Horror|Mystery,TV-MA
1134,Shadow Conspiracy,George P. Cosmatos,Action|Thriller,R
1135,Johnny English Reborn,Oliver Parker,Action|Adventure|Comedy|Crime,PG
1136,Foodfight!,Lawrence Kasanoff,Action|Animation|Comedy|Family|Fantasy,PG
1137,Argo,Ben Affleck,Biography|Drama|History|Thriller,R
1138,The Fugitive,Andrew Davis,Action|Adventure|Crime|Drama|Mystery|Thriller,PG-13
1139,The Bounty Hunter,Andy Tennant,Action|Comedy|Romance,PG-13
1140,Sleepers,Barry Levinson,Crime|Drama|Thriller,R
1141,Rambo: First Blood Part II,George P. Cosmatos,Action|Adventure|Thriller|War,R
1142,The Juror,Brian Gibson,Drama|Thriller,R
1143,Pinocchio,Norman Ferguson,Animation|Family|Fantasy|Musical,Approved
1144,Heaven's Gate,Michael Cimino,Adventure|Drama|Western,R
1145,Underworld: Evolution,Len Wiseman,Action|Adventure|Fantasy|Sci-Fi|Thriller,R
1146,Victor Frankenstein,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,PG-13
1147,Finding Forrester,Gus Van Sant,Drama,PG-13
1148,28 Days,Betty Thomas,Comedy|Drama,PG-13
1149,Unleashed,Louis Leterrier,Action|Crime|Drama|Thriller,R
1150,The Sweetest Thing,Roger Kumble,Comedy|Romance,R
1151,The Firm,Sydney Pollack,Drama|Mystery|Thriller,R
1152,Charlie St. Cloud,Burr Steers,Drama|Fantasy|Romance,PG-13
1153,The Mechanic,Simon West,Action|Crime|Thriller,R
1154,21 Jump Street,Phil Lord,Action|Comedy|Crime,R
1155,Notting Hill,Roger Michell,Comedy|Drama|Romance,PG-13
1156,Chicken Run,Peter Lord,Adventure|Animation|Comedy|Drama|Family,G
1157,Along Came Polly,John Hamburg,Comedy|Romance,PG-13
1158,Boomerang,Reginald Hudlin,Comedy|Drama|Romance,R
1159,The Heat,Paul Feig,Action|Comedy|Crime,R
1160,Cleopatra,Joseph L. Mankiewicz,Biography|Drama|History|Romance,Approved
1161,Here Comes the Boom,Frank Coraci,Action|Comedy|Sport,PG
1162,High Crimes,Carl Franklin,Crime|Drama|Mystery|Thriller,PG-13
1163,The Mirror Has Two Faces,Barbra Streisand,Comedy|Drama|Romance,PG-13
1164,The Mothman Prophecies,Mark Pellington,Drama|Horror|Mystery|Thriller,PG-13
1165,Brüno,Larry Charles,Comedy,R
1166,Licence to Kill,John Glen,Action|Adventure|Thriller,PG-13
1167,Red Riding Hood,Catherine Hardwicke,Fantasy|Horror|Mystery|Thriller,PG-13
1168,15 Minutes,John Herzfeld,Action|Crime|Drama|Thriller,R
1169,Super Mario Bros.,Annabel Jankel,Adventure|Comedy|Family|Fantasy|Sci-Fi,PG
1170,Lord of War,Andrew Niccol,Crime|Drama|Thriller,R
1171,Hero,Yimou Zhang,Action|Adventure|History,PG-13
1172,One for the Money,Julie Anne Robinson,Action|Comedy|Crime|Romance|Thriller,PG-13
1173,The Interview,Evan Goldberg,Comedy,R
1174,The Warrior's Way,Sngmoo Lee,Action|Fantasy|Western,R
1175,McHale's Navy            ,NULL,Comedy|War,TV-G
1176,Micmacs,Jean-Pierre Jeunet,Action|Comedy|Crime,R
1177,8 Mile,Curtis Hanson,Drama|Music,R
1178,Animal Kingdom: Let's go Ape,Jamel Debbouze,Adventure|Animation|Comedy|Family,NULL
1179,A Knight's Tale,Brian Helgeland,Action|Adventure|Romance,PG-13
1180,The Medallion,Gordon Chan,Action|Comedy|Fantasy,PG-13
1181,The Sixth Sense,M. Night Shyamalan,Drama|Mystery|Thriller,PG-13
1182,Man on a Ledge,Asger Leth,Action|Crime|Thriller,PG-13
1183,The Big Year,David Frankel,Comedy,PG
1184,The Karate Kid,John G. Avildsen,Action|Drama|Family|Sport,PG
1185,American Hustle,David O. Russell,Crime|Drama,R
1186,The Proposal,Anne Fletcher,Comedy|Drama|Romance,PG-13
1187,Double Jeopardy,Bruce Beresford,Crime|Mystery|Thriller,R
1188,Back to the Future Part II,Robert Zemeckis,Adventure|Comedy|Sci-Fi,PG
1189,Lucy,Luc Besson,Action|Sci-Fi|Thriller,R
1190,Fifty Shades of Grey,Sam Taylor-Johnson,Drama|Romance,R
1191,Spy Kids 3-D: Game Over,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,PG
1192,A Time to Kill,Joel Schumacher,Crime|Drama|Thriller,R
1193,Cheaper by the Dozen,Shawn Levy,Comedy|Family,PG
1194,Lone Survivor,Peter Berg,Action|Biography|Drama|Thriller|War,R
1195,A League of Their Own,Penny Marshall,Comedy|Drama|Sport,PG
1196,The Conjuring 2,James Wan,Horror|Mystery|Thriller,R
1197,The Social Network,David Fincher,Biography|Drama,PG-13
1198,He's Just Not That Into You,Ken Kwapis,Comedy|Drama|Romance,PG-13
1199,Scary Movie 4,David Zucker,Comedy,PG-13
1200,Scream 3,Wes Craven,Horror|Mystery,R
1201,Back to the Future Part III,Robert Zemeckis,Adventure|Comedy|Sci-Fi|Western,PG
1202,Get Hard,Etan Cohen,Comedy|Crime,R
1203,Bram Stoker's Dracula,Francis Ford Coppola,Fantasy|Horror|Romance,R
1204,Julie & Julia,Nora Ephron,Biography|Drama|Romance,PG-13
1205,42,Brian Helgeland,Biography|Drama|Sport,PG-13
1206,The Talented Mr. Ripley,Anthony Minghella,Crime|Drama|Thriller,R
1207,Dumb and Dumber To,Bobby Farrelly,Comedy,PG-13
1208,Eight Below,Frank Marshall,Adventure|Drama|Family,PG
1209,The Intern,Nancy Meyers,Comedy|Drama,PG-13
1210,Ride Along 2,Tim Story,Action|Comedy,PG-13
1211,The Last of the Mohicans,Michael Mann,Action|Adventure|Drama|Romance|War,R
1212,Ray,Taylor Hackford,Biography|Drama|Music,PG-13
1213,Sin City,Frank Miller,Crime|Thriller,R
1214,Vantage Point,Pete Travis,Crime|Drama|Mystery|Thriller,PG-13
1215,"I Love You, Man",John Hamburg,Comedy|Romance,R
1216,Shallow Hal,Bobby Farrelly,Comedy|Drama|Fantasy|Romance,PG-13
1217,JFK,Oliver Stone,Drama|History|Thriller,R
1218,Big Momma's House 2,John Whitesell,Comedy|Crime,PG-13
1219,The Mexican,Gore Verbinski,Adventure|Comedy|Crime|Romance,R
1220,Unbroken,Angelina Jolie Pitt,Biography|Drama|Sport|War,PG-13
1221,17 Again,Burr Steers,Comedy|Drama|Family|Fantasy|Romance,PG-13
1222,The Other Woman,Nick Cassavetes,Comedy|Romance,PG-13
1223,The Final Destination,David R. Ellis,Horror,R
1224,Bridge of Spies,Steven Spielberg,Drama|History|Thriller,PG-13
1225,Behind Enemy Lines,John Moore,Action|Drama|Thriller|War,PG-13
1226,Get Him to the Greek,Nicholas Stoller,Comedy|Music,R
1227,Shall We Dance,Peter Chelsom,Comedy|Drama|Romance,PG-13
1228,Small Soldiers,Joe Dante,Action|Adventure|Comedy|Family|Sci-Fi,PG-13
1229,Spawn,Mark A.Z. Dippé,Action|Horror,R
1230,The Count of Monte Cristo,Kevin Reynolds,Action|Adventure|Drama|Romance|Thriller,PG-13
1231,The Lincoln Lawyer,Brad Furman,Crime|Drama|Thriller,R
1232,Unknown,Jaume Collet-Serra,Action|Mystery|Thriller,PG-13
1233,The Prestige,Christopher Nolan,Drama|Mystery|Sci-Fi|Thriller,PG-13
1234,Horrible Bosses 2,Sean Anders,Comedy|Crime,R
1235,Escape from Planet Earth,Cal Brunker,Adventure|Animation|Comedy|Family|Sci-Fi,PG
1236,Apocalypto,Mel Gibson,Action|Adventure|Drama|Thriller,R
1237,The Living Daylights,John Glen,Action|Adventure|Thriller,PG
1238,Predators,Nimród Antal,Action|Adventure|Sci-Fi|Thriller,R
1239,Legal Eagles,Ivan Reitman,Comedy|Crime|Romance,PG
1240,Secret Window,David Koepp,Mystery|Thriller,PG-13
1241,The Lake House,Alejandro Agresti,Drama|Fantasy|Romance,PG
1242,The Skeleton Key,Iain Softley,Horror|Mystery|Thriller,PG-13
1243,The Odd Life of Timothy Green,Peter Hedges,Comedy|Drama|Family|Fantasy,PG
1244,Made of Honor,Paul Weiland,Comedy|Romance,PG-13
1245,Jersey Boys,Clint Eastwood,Biography|Drama|Music|Musical,R
1246,The Rainmaker,Francis Ford Coppola,Crime|Drama|Thriller,PG-13
1247,Gothika,Mathieu Kassovitz,Horror|Mystery|Thriller,R
1248,Amistad,Steven Spielberg,Drama|History,R
1249,Medicine Man,John McTiernan,Adventure|Drama|Romance,PG-13
1250,Aliens vs. Predator: Requiem,Colin Strause,Action|Horror|Sci-Fi|Thriller,R
1251,Ri¢hie Ri¢h,Donald Petrie,Comedy|Family,PG
1252,Autumn in New York,Joan Chen,Drama|Romance,PG-13
1253,Music and Lyrics,Marc Lawrence,Comedy|Music|Romance,PG-13
1254,Paul,Greg Mottola,Adventure|Comedy|Sci-Fi,R
1255,The Guilt Trip,Anne Fletcher,Comedy|Drama,PG-13
1256,Scream 4,Wes Craven,Horror|Mystery,R
1257,8MM,Joel Schumacher,Mystery|Thriller,R
1258,The Doors,Oliver Stone,Biography|Drama|Music|Musical,R
1259,Sex Tape,Jake Kasdan,Comedy,R
1260,Hanging Up,Diane Keaton,Comedy|Drama,PG-13
1261,Final Destination 5,Steven Quale,Horror,R
1262,Mickey Blue Eyes,Kelly Makin,Comedy|Crime|Romance,PG-13
1263,Pay It Forward,Mimi Leder,Drama,PG-13
1264,Fever Pitch,Bobby Farrelly,Comedy|Drama|Romance|Sport,PG-13
1265,Arthur            ,NULL,Animation|Comedy|Family,TV-Y
1266,Drillbit Taylor,Steven Brill,Comedy|Drama,PG-13
1267,A Million Ways to Die in the West,Seth MacFarlane,Comedy|Western,R
1268,The Shadow,Russell Mulcahy,Action|Adventure|Crime|Fantasy|Mystery|Thriller,PG-13
1269,Extremely Loud & Incredibly Close,Stephen Daldry,Adventure|Drama|Mystery,PG-13
1270,Morning Glory,Roger Michell,Comedy|Drama|Romance,PG-13
1271,Get Rich or Die Tryin',Jim Sheridan,Biography|Crime|Drama|Music,R
1272,The Art of War,Christian Duguay,Action|Adventure|Crime|Thriller,R
1273,Rent,Chris Columbus,Drama|Musical|Romance,PG-13
1274,Bless the Child,Chuck Russell,Crime|Drama|Horror|Thriller,R
1275,The Out-of-Towners,Sam Weisman,Comedy,PG-13
1276,The Island of Dr. Moreau,John Frankenheimer,Horror|Sci-Fi|Thriller,PG-13
1277,The Musketeer,Peter Hyams,Action|Adventure|Romance,PG-13
1278,The Other Boleyn Girl,Justin Chadwick,Biography|Drama|History|Romance,PG-13
1279,Sweet November,Pat O'Connor,Drama|Romance,PG-13
1280,The Reaping,Stephen Hopkins,Horror|Thriller,R
1281,Mean Streets,Martin Scorsese,Crime|Drama|Romance|Thriller,R
1282,Renaissance Man,Penny Marshall,Comedy|Drama,PG-13
1283,Colombiana,Olivier Megaton,Action|Crime|Drama|Thriller,PG-13
1284,The Magic Sword: Quest for Camelot,Frederik Du Chau,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,G
1285,City by the Sea,Michael Caton-Jones,Crime|Drama|Mystery|Thriller,R
1286,At First Sight,Irwin Winkler,Drama|Romance,PG-13
1287,Torque,Joseph Kahn,Action|Comedy|Crime,PG-13
1288,City Hall,Harold Becker,Drama|Thriller,R
1289,Showgirls,Paul Verhoeven,Drama,NC-17
1290,Marie Antoinette,Sofia Coppola,Biography|Drama|History|Romance,PG-13
1291,Kiss of Death,Barbet Schroeder,Action|Crime|Thriller,R
1292,Get Carter,Stephen Kay,Action|Crime|Drama|Thriller,R
1293,The Impossible,J.A. Bayona,Drama|Thriller,PG-13
1294,Ishtar,Elaine May,Action|Adventure|Comedy|Music|Thriller,PG-13
1295,Fantastic Mr. Fox,Wes Anderson,Adventure|Animation|Comedy|Crime|Family,PG
1296,Life or Something Like It,Stephen Herek,Comedy|Romance,PG-13
1297,Memoirs of an Invisible Man,John Carpenter,Comedy|Romance|Sci-Fi|Thriller,PG-13
1298,Amélie,Jean-Pierre Jeunet,Comedy|Romance,R
1299,New York Minute,Dennie Gordon,Comedy|Crime|Family|Romance,PG
1300,Alfie,Charles Shyer,Comedy|Drama|Romance,R
1301,Big Miracle,Ken Kwapis,Biography|Drama|Romance,PG
1302,The Deep End of the Ocean,Ulu Grosbard,Drama,PG-13
1303,Feardotcom,William Malone,Crime|Horror|Thriller,R
1304,Cirque du Freak: The Vampire's Assistant,Paul Weitz,Action|Adventure|Fantasy|Thriller,PG-13
1305,Victor Frankenstein,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,PG-13
1306,Duplex,Danny DeVito,Comedy,PG-13
1307,Soul Men,Malcolm D. Lee,Comedy|Drama|Music,R
1308,Raise the Titanic,Jerry Jameson,Action|Adventure|Drama|Thriller,PG
1309,Universal Soldier: The Return,Mic Rodgers,Action|Sci-Fi,R
1310,Pandorum,Christian Alvart,Action|Horror|Mystery|Sci-Fi|Thriller,R
1311,Impostor,Gary Fleder,Drama|Mystery|Sci-Fi|Thriller,R
1312,Extreme Ops,Christian Duguay,Action|Adventure|Thriller,PG-13
1313,Just Visiting,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,PG-13
1314,Sunshine,Danny Boyle,Adventure|Sci-Fi|Thriller,R
1315,A Thousand Words,Brian Robbins,Comedy|Drama,PG-13
1316,Delgo,Marc F. Adler,Adventure|Animation|Comedy|Fantasy|Romance,PG
1317,The Gunman,Pierre Morel,Action|Crime|Drama|Mystery|Thriller,R
1318,Alex Rider: Operation Stormbreaker,Geoffrey Sax,Action|Adventure|Family|Thriller,PG
1319,Disturbia,D.J. Caruso,Drama|Mystery|Thriller,PG-13
1320,Hackers,Iain Softley,Comedy|Crime|Drama|Thriller,PG-13
1321,The Hunting Party,Richard Shepard,Adventure|Comedy|Drama|Romance|Thriller|War,R
1322,The Hudsucker Proxy,Joel Coen,Comedy|Fantasy,PG
1323,The Warlords,Peter Ho-Sun Chan,Action|Drama|History|Romance|War,R
1324,Nomad: The Warrior,Sergey Bodrov,Drama|History|War,R
1325,Snowpiercer,Joon-ho Bong,Action|Drama|Sci-Fi|Thriller,R
1326,A Monster in Paris,Bibo Bergeron,Adventure|Animation|Comedy|Fantasy|Music|Romance,PG
1327,The Last Shot,Jeff Nathanson,Comedy,R
1328,The Crow,Alex Proyas,Action|Drama|Fantasy,R
1329,Baahubali: The Beginning,S.S. Rajamouli,Action|Adventure|Drama|Fantasy|War,NULL
1330,The Time Traveler's Wife,Robert Schwentke,Drama|Fantasy|Romance|Sci-Fi,PG-13
1331,Because I Said So,Michael Lehmann,Comedy|Romance,PG-13
1332,The Fast and the Furious,Rob Cohen,Action|Crime|Thriller,PG-13
1333,Frankenweenie,Tim Burton,Animation|Comedy|Family|Horror|Sci-Fi,PG
1334,Serenity,Joss Whedon,Action|Adventure|Sci-Fi|Thriller,PG-13
1335,Against the Ropes,Charles S. Dutton,Biography|Drama|Romance|Sport,PG-13
1336,Superman III,Richard Lester,Action|Comedy|Sci-Fi,PG
1337,Grudge Match,Peter Segal,Comedy|Sport,PG-13
1338,Red Cliff,John Woo,Action|Adventure|Drama|History|War,R
1339,Sweet Home Alabama,Andy Tennant,Comedy|Romance,PG-13
1340,The Ugly Truth,Robert Luketic,Comedy|Romance,R
1341,Sgt. Bilko,Jonathan Lynn,Comedy,PG
1342,Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,PG
1343,Star Trek: Generations,David Carson,Action|Adventure|Mystery|Sci-Fi|Thriller,PG
1344,The Grandmaster,Kar-Wai Wong,Action|Biography|Drama,PG-13
1345,Water for Elephants,Francis Lawrence,Drama|Romance,PG-13
1346,3rd Rock from the Sun            ,NULL,Comedy|Family|Sci-Fi,TV-PG
1347,Dragon Nest: Warriors' Dawn,Yuefeng Song,Adventure|Animation|Family|Fantasy,NULL
1348,The Hurricane,Norman Jewison,Biography|Drama|Sport,R
1349,Enough,Michael Apted,Crime|Drama|Thriller,PG-13
1350,Heartbreakers,David Mirkin,Comedy|Crime|Romance,PG-13
1351,Paul Blart: Mall Cop 2,Andy Fickman,Action|Comedy|Crime,PG
1352,Angel Eyes,Luis Mandoki,Drama|Romance,R
1353,Joe Somebody,John Pasquin,Comedy|Drama,PG
1354,The Ninth Gate,Roman Polanski,Mystery|Thriller,R
1355,Extreme Measures,Michael Apted,Crime|Drama|Mystery|Thriller,R
1356,Rock Star,Stephen Herek,Drama|Music,R
1357,Precious,Lee Daniels,Drama,R
1358,White Squall,Ridley Scott,Adventure|Drama,PG-13
1359,The Thing,John Carpenter,Horror|Mystery|Sci-Fi,R
1360,Riddick,David Twohy,Action|Sci-Fi|Thriller,R
1361,Switchback,Jeb Stuart,Crime|Mystery|Thriller,R
1362,Texas Rangers,Steve Miner,Action|Adventure|Drama|Thriller|Western,PG-13
1363,City of Ember,Gil Kenan,Adventure|Family|Fantasy|Sci-Fi,PG
1364,The Master,Paul Thomas Anderson,Drama,R
1365,Virgin Territory,David Leland,Adventure|Comedy|History|Romance,R
1366,The Express,Gary Fleder,Biography|Drama|Sport,PG
1367,The 5th Wave,J Blakeson,Action|Adventure|Sci-Fi|Thriller,PG-13
1368,Creed,Ryan Coogler,Drama|Sport,PG-13
1369,The Town,Ben Affleck,Crime|Drama|Thriller,R
1370,What to Expect When You're Expecting,Kirk Jones,Comedy|Drama|Romance,PG-13
1371,Burn After Reading,Ethan Coen,Comedy|Drama,R
1372,Nim's Island,Jennifer Flackett,Adventure|Comedy|Family|Fantasy,PG
1373,Rush,Ron Howard,Action|Biography|Drama|Sport,R
1374,Magnolia,Paul Thomas Anderson,Drama,R
1375,Cop Out,Kevin Smith,Action|Comedy|Crime,R
1376,How to Be Single,Christian Ditter,Comedy|Romance,R
1377,Dolphin Tale,Charles Martin Smith,Drama|Family,PG
1378,Twilight,Catherine Hardwicke,Drama|Fantasy|Romance,PG-13
1379,John Q,Nick Cassavetes,Crime|Drama|Thriller,PG-13
1380,Blue Streak,Les Mayfield,Action|Comedy|Crime|Thriller,PG-13
1381,We're the Millers,Rawson Marshall Thurber,Comedy|Crime,R
1382,Obitaemyy ostrov,Fedor Bondarchuk,Action|Adventure|Sci-Fi,NULL
1383,Breakdown,Jonathan Mostow,Action|Crime|Drama|Mystery|Thriller,R
1384,Never Say Never Again,Irvin Kershner,Action|Adventure|Thriller,PG
1385,Hot Tub Time Machine,Steve Pink,Comedy|Sci-Fi,R
1386,Dolphin Tale 2,Charles Martin Smith,Drama|Family,PG
1387,Reindeer Games,John Frankenheimer,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,R
1388,A Man Apart,F. Gary Gray,Action|Crime|Drama|Thriller,R
1389,Aloha,Cameron Crowe,Comedy|Drama|Romance,PG-13
1390,Ghosts of Mississippi,Rob Reiner,Drama|History,PG-13
1391,Snow Falling on Cedars,Scott Hicks,Drama|Mystery|Romance|Thriller,PG-13
1392,The Rite,Mikael Håfström,Drama|Horror|Mystery|Thriller,PG-13
1393,Gattaca,Andrew Niccol,Drama|Sci-Fi|Thriller,PG-13
1394,Isn't She Great,Andrew Bergman,Biography|Comedy|Romance,R
1395,Space Chimps,Kirk De Micco,Adventure|Animation|Comedy|Family|Sci-Fi,G
1396,Head of State,Chris Rock,Comedy,PG-13
1397,The Hangover,Todd Phillips,Comedy,R
1398,Ip Man 3,Wilson Yip,Action|Biography|Drama|History,PG-13
1399,Austin Powers: The Spy Who Shagged Me,Jay Roach,Action|Adventure|Comedy|Crime,PG-13
1400,Batman,Tim Burton,Action|Adventure,PG-13
1401,There Be Dragons,Roland Joffé,Biography|Drama|War,PG-13
1402,Lethal Weapon 3,Richard Donner,Action|Crime|Thriller,R
1403,The Blind Side,John Lee Hancock,Biography|Drama|Sport,PG-13
1404,Rush Hour            ,NULL,Action|Comedy|Crime,TV-14
1405,Spy Kids,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,PG
1406,Horrible Bosses,Seth Gordon,Comedy|Crime,R
1407,True Grit,Ethan Coen,Adventure|Drama|Western,PG-13
1408,The Devil Wears Prada,David Frankel,Comedy|Drama|Romance,PG-13
1409,Star Trek: The Motion Picture,Robert Wise,Adventure|Mystery|Sci-Fi,PG
1410,Identity Thief,Seth Gordon,Comedy|Crime,R
1411,Cape Fear,Martin Scorsese,Crime|Thriller,R
1412,21,Robert Luketic,Crime|Drama|Thriller,PG-13
1413,Trainwreck,Judd Apatow,Comedy|Romance,R
1414,Guess Who,Kevin Rodney Sullivan,Comedy|Romance,PG-13
1415,The English Patient,Anthony Minghella,Drama|Romance|War,R
1416,L.A. Confidential,Curtis Hanson,Crime|Drama|Mystery|Thriller,R
1417,Sky High,Mike Mitchell,Adventure|Comedy|Family|Sci-Fi,PG
1418,In & Out,Frank Oz,Comedy,PG-13
1419,Species,Roger Donaldson,Action|Horror|Sci-Fi|Thriller,R
1420,A Nightmare on Elm Street,Wes Craven,Horror,X
1421,The Cell,Tarsem Singh,Horror|Sci-Fi|Thriller,R
1422,The Man in the Iron Mask,Randall Wallace,Action|Adventure,PG-13
1423,Secretariat,Randall Wallace,Biography|Drama|Family|History|Sport,PG
1424,TMNT,Kevin Munroe,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG
1425,Radio,Michael Tollin,Biography|Drama|Sport,PG
1426,Friends with Benefits,Will Gluck,Comedy|Romance,R
1427,Neighbors 2: Sorority Rising,Nicholas Stoller,Comedy,R
1428,Saving Mr. Banks,John Lee Hancock,Biography|Comedy|Drama|History|Music,PG-13
1429,Malcolm X,Spike Lee,Biography|Drama|History|Romance,PG-13
1430,This Is 40,Judd Apatow,Comedy,R
1431,Old Dogs,Walt Becker,Comedy|Family,PG
1432,Underworld: Rise of the Lycans,Patrick Tatopoulos,Action|Adventure|Fantasy|Sci-Fi|Thriller,R
1433,License to Wed,Ken Kwapis,Comedy|Romance,PG-13
1434,The Benchwarmers,Dennis Dugan,Comedy|Romance|Sport,PG-13
1435,Must Love Dogs,Gary David Goldberg,Comedy|Romance,PG-13
1436,Donnie Brasco,Mike Newell,Biography|Crime|Drama,R
1437,Resident Evil,Paul W.S. Anderson,Action|Horror|Sci-Fi,R
1438,Poltergeist,Tobe Hooper,Fantasy|Horror,PG
1439,The Ladykillers,Ethan Coen,Comedy|Crime|Thriller,R
1440,Max Payne,John Moore,Action|Crime|Drama|Mystery|Thriller,PG-13
1441,In Time,Andrew Niccol,Action|Sci-Fi|Thriller,PG-13
1442,The Back-up Plan,Alan Poul,Comedy|Romance,PG-13
