ListID,MusicID_R,MovieID_R,WineID_R,RestaurantID_R,GiftID_R
849,34565,1030,3497,9280,4294
850,4022,1181,4513,8898,5089
851,40635,1178,2708,3506,4105
852,9817,977,3352,9046,5912
853,63694,2487,3252,11411,2794
854,51178,2628,1533,10636,6788
855,33301,3965,2335,6390,6413
856,13542,2796,4423,1863,6540
857,3594,4444,500,469,1024
858,48871,62,1089,5271,7191
859,39556,4259,2082,8164,5313
860,5006,821,35,11225,3802
861,9220,4194,2720,6504,8376
862,17229,522,3274,6576,1295
863,44443,3434,2604,4317,9028
864,63963,1269,2023,4493,2880
865,12154,3855,1160,7929,1167
866,35827,2761,4319,4993,5544
867,40314,4073,4444,10503,1116
868,64619,721,1618,9989,1428
869,21238,4043,3677,9932,6377
870,66188,3571,645,5368,4027
871,27783,3334,3416,6866,3202
872,61286,4563,1716,475,4858
873,24233,3907,1718,5929,2877
874,17345,1962,4046,7076,3471
875,62532,3120,444,5928,2242
876,66100,736,4800,1051,6190
877,69844,1475,1892,2861,6803
878,71173,4806,4755,9029,7604
879,466,923,3947,4708,1712
880,12248,2755,3341,11419,5840
881,4417,1088,1898,6842,4909
882,49909,200,2813,11141,5594
883,4697,3046,4611,8675,2852
884,23778,4257,3503,4836,3718
885,55308,1087,2641,12559,6111
886,5205,1289,2634,3026,1578
887,40118,2917,54,2742,3966
888,14731,2256,4054,8512,1786
889,48769,2104,254,10872,6996
890,66374,140,3176,5799,2338
891,27628,4647,2553,9477,1551
892,63362,525,434,7458,5766
893,20224,4127,678,2952,1517
894,64880,1373,3813,2836,8794
895,49954,3742,3683,10125,5114
896,66641,1786,1319,5971,7570
897,41021,1989,3795,2776,1653
898,22636,1657,2167,4247,3903
899,59858,602,4813,331,4907
900,4078,3904,2922,12082,6589
901,10735,110,4253,3636,6317
902,63695,3414,3466,6383,7387
903,2695,3112,2134,10543,7876
904,67268,1821,3430,9574,3763
905,9479,3834,1659,9439,3264
906,6056,1884,3463,1414,4019
907,12728,4348,1413,6725,4285
908,14369,125,930,7205,7717
909,31301,1672,3906,11288,8334
910,4899,2678,306,7572,6069
911,57305,3856,1544,12179,5159
912,12850,4466,2569,10412,2321
913,22930,1389,1850,9401,3550
914,7133,4899,3577,5054,4074
915,52551,4026,848,4275,9873
916,73332,252,3002,5678,5501
917,56042,3077,961,11493,3939
918,48209,2324,1566,10185,985
919,54483,5006,2874,2644,5452
920,9849,837,3074,12362,8067
921,25343,2966,1907,8006,3644
922,28134,341,416,1816,7319
923,563,2952,3631,2035,5127
924,72093,696,932,10834,9498
925,29876,4275,3107,8341,1861
926,15407,3088,2191,634,4028
927,32023,4780,3754,7714,9472
928,45734,3620,3080,1159,9145
929,70468,881,4141,6751,6460
930,16995,3680,3126,9131,1185
931,28121,3964,2343,12145,1395
932,70871,2666,2515,11090,4046
933,65681,4791,603,7876,7523
934,64028,2174,1961,5879,2243
935,59619,1819,4785,6705,6972
936,24538,1195,4496,4236,5696
937,8826,4632,3785,10535,3814
938,55603,214,1665,4291,1083
939,27261,3206,4504,4803,4611
940,14409,4897,2992,12368,5479
941,31805,3140,4173,11668,5914
942,69755,4673,1008,7947,6783
943,51888,4180,4699,1012,8530
944,30269,3496,669,11895,8973
945,56216,2309,2277,6042,8213
946,69639,26,1965,8579,7850
947,33845,1102,3100,9688,3026
948,8262,2127,2713,3252,8508
949,69249,1537,2696,2263,8841
950,21836,566,3797,11291,8516
951,19467,4069,4499,3686,7070
952,51969,1586,4309,92,9059
953,8933,1478,4655,1736,8344
954,20368,4853,4802,1755,4081
955,71632,3453,4365,4543,4266
956,73657,2538,402,8531,3867
957,70625,2182,2554,5885,3478
958,15005,3025,1992,12229,8040
959,15311,2265,1933,3633,8909
960,17707,529,1112,12123,2439
961,62778,4456,3889,3751,6188
962,25681,1770,3714,3505,6608
963,7716,628,1646,9604,9186
964,25336,1701,4636,2746,7566
965,56110,3725,2527,9998,6720
966,63656,1217,3774,8631,1375
967,63350,223,3335,9732,7418
968,21267,1179,2101,3606,3388
969,60660,1277,3104,738,1460
970,40448,4226,4837,1521,8053
971,39709,2553,3255,2137,1222
972,44945,3210,543,7448,5417
973,44993,1009,2599,7962,3708
974,48491,2383,1423,6225,3767
975,16848,1432,2409,1523,4564
976,11561,4627,1242,12560,8519
977,852,2043,594,5976,4218
978,67543,5017,2579,5618,8575
979,5124,532,2843,7073,6560
980,18902,3675,2982,9053,4851
981,34196,328,2419,449,3134
982,40811,2577,96,10167,3251
983,18165,4674,2822,12337,2440
984,66230,767,1662,4205,2908
985,25806,4389,2837,11783,3010
986,64866,3718,3161,241,2294
987,31388,4565,1099,9457,9893
988,26041,3260,544,6438,4540
989,20514,4170,1583,11696,3916
990,5357,2227,857,1339,8793
991,4741,1245,4991,9813,5878
992,59970,4157,1578,3029,6569
993,19016,4998,1,11122,9450
994,46070,1325,2998,10021,1980
995,6640,1246,1230,6723,1521
996,63723,3158,275,8055,8493
997,68687,419,4354,10599,7297
998,21759,2828,127,7309,7527
999,6217,1086,3731,5769,3227
1000,19047,3875,3121,2814,7073
1001,17071,3052,587,2163,3845
1002,30006,4830,1291,6788,2742
1003,51790,1108,2628,7959,9088
1004,17456,1301,452,11401,2645
1005,41745,2249,1471,4515,5917
1006,10361,4653,1167,8221,3616
1007,52654,41,1667,7849,5004
1008,21897,1726,986,7749,6079
1009,43453,3546,4425,3528,9510
1010,70453,733,3127,2864,3508
1011,41561,2521,3060,766,6811
1012,17235,3178,3749,9179,2288
1013,1180,5002,1086,10896,9657
1014,21815,1914,4296,11529,5706
1015,21872,309,2546,6709,8583
1016,12573,3815,2383,7072,8590
1017,66529,3403,2718,6239,6879
1018,43328,962,3195,7635,9487
1019,9519,2803,1755,7160,2626
1020,25763,1646,989,9898,4506
1021,45590,454,417,9880,4353
1022,43230,2763,712,2728,4484
1023,29706,3005,1515,6749,9542
1024,71693,4304,2921,2594,5274
1025,2547,1441,327,6733,3745
1026,49019,503,917,906,9636
1027,39217,4461,1214,8024,1498
1028,47160,580,1221,5939,4179
1029,70612,2736,1195,8209,6729
1030,37863,4766,4809,1749,2115
1031,13761,4926,3097,270,2329
1032,40208,880,4321,1886,2144
1033,54128,2525,1417,2875,6475
1034,35497,3465,4473,4361,4761
1035,64931,4761,525,599,3400
1036,22838,2760,2967,3709,6260
1037,7748,441,1131,5249,5490
1038,31904,651,305,7469,3956
1039,60037,2829,3582,12163,2490
1040,4178,2499,2933,11209,3407
1041,12758,570,2405,1066,9241
1042,9805,4747,79,8959,3237
1043,45254,3392,3544,100,3683
1044,59666,1250,2008,6839,9040
1045,40543,2694,1424,8534,2870
1046,2366,3778,1187,1003,1136
1047,57335,1830,3595,1715,1344
1048,37928,1469,4294,4930,4795
1049,67083,773,358,9736,5757
1050,49686,2145,2901,6071,8527
1051,16242,2910,4391,6198,4695
1052,18655,2807,1830,7599,1960
1053,48781,4175,2673,4538,3511
1054,20425,3588,2849,8101,9848
1055,36198,1596,2247,480,9540
1056,50239,4182,881,12657,5674
1057,24985,3200,1077,3995,1555
1058,44102,2415,2185,7384,2607
1059,18074,3231,236,976,5234
1060,504,420,4570,10759,9582
1061,66525,2268,552,2591,8056
1062,57672,1098,2990,8353,2748
1063,74199,2002,3669,5365,5965
1064,61218,4803,1037,10663,1430
1065,36810,2717,1127,1338,6490
1066,9307,1601,105,8337,3037
1067,68722,1192,827,9285,6173
1068,20482,2794,3918,2229,5524
1069,61656,590,2938,5049,7014
1070,63868,129,1447,1704,7203
1071,13487,5035,2325,6780,5069
1072,6314,4005,1780,5853,1583
1073,37314,4517,4849,6732,8545
1074,33012,1054,489,2211,7364
1075,11233,3494,3821,178,8025
1076,53578,1211,4828,1909,6494
1077,73506,3830,3607,3900,7255
1078,8167,4708,2677,5087,6750
1079,73856,592,286,10043,1943
1080,19062,46,1377,395,2987
1081,20335,4762,409,1889,7863
1082,24857,1710,1120,2030,6764
1083,62378,3715,1929,8866,4436
1084,40517,3866,878,8402,8743
1085,18671,4158,3674,9529,7184
1086,15696,4922,238,5552,8436
1087,14583,4105,4772,6897,2956
1088,56918,4088,874,10380,9567
1089,34416,1771,1989,38,5585
1090,73961,1793,63,6600,3478
1091,49114,4637,30,7702,9797
1092,29305,3145,1313,10799,6581
1093,48488,1961,1374,4940,3050
1094,59638,4621,384,7580,2237
1095,61422,2066,970,2829,1941
1096,4441,3710,2202,5138,2524
1097,14584,671,1847,2057,2677
1098,64044,1840,4422,7044,6267
1099,60472,4188,2117,6346,4212
1100,65160,3383,3499,9210,7297
1101,68514,1850,3952,7182,3304
1102,28345,922,3365,2468,3570
1103,31104,2838,630,1655,8336
1104,67376,2999,2667,5694,4339
1105,31687,3162,4120,12446,4661
1106,15669,2390,2428,706,6795
1107,40882,57,2552,6369,8467
1108,42648,103,4248,8498,8203
1109,34377,3574,4838,491,7122
1110,3480,4289,608,11469,6491
1111,44893,1588,4706,5754,3167
1112,37370,3892,1318,4848,7367
1113,41318,2981,834,9533,5737
1114,11260,4826,2237,6273,3668
1115,74029,4832,197,5290,4096
1116,69341,626,2103,3207,7277
1117,42895,564,235,2874,8639
1118,41820,1278,3999,3395,8459
1119,30280,366,884,5690,2549
1120,26465,2929,4536,4987,6334
1121,52009,2094,2532,321,4879
1122,3527,3240,3058,132,5740
1123,47816,2659,911,2802,6306
1124,13087,4103,329,2922,7797
1125,44499,4141,1865,3495,7433
1126,37412,2645,2196,8782,4082
1127,43987,1851,31,1575,4756
1128,42082,2135,1358,11866,3148
1129,1432,5013,3935,6574,8354
1130,10785,868,2099,8535,2102
1131,67528,1779,1976,771,5750
1132,74039,1348,1428,11037,3416
1133,31749,4828,1129,10108,1349
1134,46935,3292,337,5946,1808
1135,54072,310,634,3322,8761
1136,17634,3135,1108,1552,9181
1137,52769,3097,1866,978,6078
1138,65904,863,4059,3942,3637
1139,4744,3827,1560,1773,7520
1140,27839,4505,2675,10231,9604
1141,28179,4991,4146,10384,3609
1142,41721,1816,1449,8808,1867
1143,61116,2167,4779,4271,2814
1144,23109,4234,845,3381,5566
1145,55178,4767,3191,9296,9753
1146,52920,2849,4680,1502,8468
1147,11219,937,1106,9286,7565
1148,65149,3944,2832,10621,2735
1149,15065,2526,2917,4622,6599
1150,19324,706,4535,7066,9950
1151,55763,3535,1233,10787,4008
1152,2334,4128,971,4455,5368
1153,29,2101,3909,4644,9083
1154,22409,3473,3618,2515,8891
1155,6536,710,388,3498,5236
1156,22844,4485,1509,2070,5579
1157,24194,3061,908,11314,5258
1158,69507,3871,3345,6462,1775
1159,42763,4866,2929,1011,1202
1160,23089,1022,2246,2833,7992
1161,39204,3854,1827,2069,7138
1162,72991,4009,862,1283,1746
1163,24108,1531,3695,5988,6648
1164,72736,401,814,11477,9754
1165,22758,2613,215,8500,3759
1166,56093,4564,4950,5655,3282
1167,577,553,1144,8139,8067
1168,15995,3937,2742,10244,5720
1169,7136,4087,4549,9056,2900
1170,38928,3429,1411,2655,2262
1171,10632,1952,1083,1807,1828
1172,11401,4697,3758,4242,6687
1173,49915,154,3699,1691,5726
1174,59309,827,3081,2621,4229
1175,71302,265,3998,11722,2161
1176,7451,285,1809,12497,9818
1177,62029,4741,3337,10313,1319
1178,5454,4256,1137,10915,7541
1179,29436,1977,4919,3140,4094
1180,30302,1557,3009,11889,9566
1181,68910,2842,4886,11355,2917
1182,7059,926,1308,869,8695
1183,51930,2884,4359,1245,6888
1184,27373,2992,2733,10090,6443
1185,20103,715,2847,7375,2106
1186,52213,4046,3446,1459,2596
1187,26716,3532,3936,8223,3877
1188,38441,4844,1599,11380,5560
1189,8622,2026,2311,10548,5774
1190,49517,3838,3639,12796,6305
1191,53444,2652,487,1591,7970
1192,55106,2642,1876,3846,3343
1193,13383,3060,4962,1426,4199
1194,52982,1943,2266,9295,9335
1195,56231,4134,4186,8293,8703
1196,46902,2254,4142,7008,6570
1197,40959,2955,3401,2835,2389
1198,10574,2146,3284,4911,1503
1199,11809,4660,719,3577,9853
1200,57411,3062,779,8557,1203
1201,27710,4428,2027,11222,4232
1202,45245,221,1517,7566,1586
1203,58687,3758,3086,8979,3723
1204,67187,4394,46,10240,6847
1205,69400,1939,4997,9738,4959
1206,31807,2039,3850,6407,1853
1207,6424,1692,789,12439,2158
1208,54504,3196,1620,8876,9898
1209,42193,2470,2572,9326,5121
1210,14423,1648,2801,12364,5674
1211,11169,2633,1475,2308,4543
1212,61262,4282,167,1565,6050
1213,14722,4044,2703,3565,8553
1214,67477,737,3569,3465,5424
1215,9850,4247,379,11712,7995
1216,34177,2722,2899,823,1849
1217,56767,1632,1728,3758,7813
1218,59745,791,3671,11942,5449
1219,54598,2238,4736,67,7328
1220,54550,1883,4789,11290,9683
1221,65426,3768,4231,423,2666
1222,71322,270,4073,4018,2852
1223,53091,4772,4986,6653,7840
1224,33534,45,4239,5354,6093
1225,22534,4265,4493,8630,9331
1226,15691,1466,1557,10572,1258
1227,71529,2656,2115,3162,8774
1228,34159,1846,3643,10776,6769
1229,59139,3916,3860,9758,4332
1230,32805,3143,3461,182,8754
1231,41515,3325,4890,1094,9151
1232,4593,831,2842,10992,3200
1233,44048,2320,1403,145,6497
1234,56630,963,3457,4865,3385
1235,73560,1927,1244,6367,2076
1236,15376,1070,155,5721,1465
1237,34018,4701,4408,4893,2049
1238,12020,4369,3880,1271,9285
1239,22437,2303,1576,7520,4179
1240,11035,3578,2251,4362,5500
1241,14083,4607,1080,8872,8592
1242,12903,599,863,8934,6289
1243,22107,2204,3444,12354,5958
1244,70545,4065,2536,8141,2515
1245,37257,1565,152,4578,2733
1246,38755,725,2772,3533,8800
1247,3099,1849,4722,4757,1318
1248,19709,2509,2981,6518,7564
1249,62583,4728,2734,5528,1720
1250,35084,2534,4820,9772,2252
1251,39199,1076,3964,4799,8761
1252,34682,3430,3697,9517,2138
1253,56252,4831,4312,4292,4447
1254,67102,3652,2814,354,4729
1255,63182,3125,499,6098,8793
1256,20202,2927,2219,5322,6718
1257,58427,4722,355,6463,3681
1258,8111,4924,2785,1670,2444
1259,52566,4250,4013,3708,9213
1260,47790,4606,217,12700,1986
1261,34500,1526,3591,1916,1712
1262,65335,1261,1969,3871,2720
1263,8546,7,1247,6617,3541
1264,51193,213,2743,3680,8483
1265,40409,263,1051,11478,2527
1266,41299,2368,2263,2844,8482
1267,68234,3232,1494,3741,1463
1268,48158,2648,1506,4192,4026
1269,36068,4834,1388,826,6677
1270,43442,4992,3472,3775,6273
1271,57363,1165,4379,11916,2894
1272,41106,3736,2648,11879,7962
1273,40259,3647,1821,3064,9161
1274,43309,364,198,7074,6463
1275,11727,912,3917,4059,6070
1276,48326,3457,1607,2590,2075
1277,72378,3443,947,1244,2221
1278,2017,2762,139,6072,8159
1279,44510,360,3046,3866,4007
1280,18675,4421,2661,8752,7573
1281,73042,2857,2597,701,7223
1282,9881,423,2199,3869,8863
1283,24212,3530,4594,2926,2643
1284,54711,2719,877,12203,2244
1285,31170,3241,1546,7623,4303
1286,29648,176,1726,7897,7165
1287,19854,543,2388,7192,9290
1288,32522,2314,4623,9934,8583
1289,6107,1451,4562,125,1502
1290,5486,3161,3154,7707,4326
1291,35262,2611,3285,6176,5688
1292,46163,1574,2987,1632,8094
1293,5586,584,2049,10494,3501
1294,37672,3791,2204,12621,2961
1295,27681,2540,2963,3597,4363
1296,62159,2274,3198,9741,7322
1297,58462,866,3508,2913,2568
1298,25192,718,147,11335,9948
1299,26614,1427,1540,5127,4441
1300,62902,2703,211,733,4513
1301,51808,2267,1422,8916,4091
1302,39228,3368,3329,6158,5317
1303,7072,2996,3987,5111,3506
1304,47584,1366,1653,6585,3420
1305,14007,502,2158,1837,6317
1306,48913,5001,3169,5013,6790
1307,73763,1852,2462,3153,6928
1308,3172,1363,4,4859,1314
1309,42411,4178,3545,3581,7920
1310,40040,2171,3368,3176,5463
1311,22721,952,3967,263,4481
1312,23476,1772,4688,3968,1660
1313,37044,3249,3752,6951,9156
1314,33674,4670,1538,2075,9068
1315,50145,4212,1920,7840,6209
1316,30218,3290,1625,1453,1614
1317,28647,1743,788,7186,7056
1318,44177,2704,4644,9413,3783
1319,20443,563,3141,3278,6394
1320,23618,1367,1469,12063,3866
1321,34306,906,705,4747,7321
1322,16579,1978,3596,12763,6839
1323,26090,4081,1401,5233,7965
1324,27178,2689,470,9870,9363
1325,25839,266,2466,8370,4605
1326,22089,3931,310,2699,9048
1327,18187,1562,1954,12016,1670
1328,66546,705,4317,7511,4827
1329,70447,2134,253,6247,8754
1330,62192,1168,4776,10972,1685
1331,32445,897,2988,10508,4882
1332,46164,2218,3900,4007,9037
1333,70641,4967,3614,1641,5895
1334,50026,209,4602,1788,9535
1335,28558,3499,2338,7871,9285
1336,50471,3676,322,2701,6898
1337,38594,4980,2940,4028,6277
1338,12220,958,2619,3648,4285
1339,31361,1755,4926,6292,7437
1340,12628,3622,2278,6651,2264
1341,46354,1421,2145,8826,2391
1342,41448,4240,1713,863,1966
1343,26440,48,1418,10408,8946
1344,21479,4324,671,3455,3311
1345,2041,699,2143,10785,7848
1346,8820,3956,4377,5398,3672
1347,29068,2488,805,12254,3448
1348,15270,840,1348,7981,7445
1349,36896,4584,3251,4691,2504
1350,63480,1151,4787,3874,2144
1351,32705,1633,4311,4592,8245
1352,52191,5010,4973,779,2014
1353,8393,4955,4345,9160,5108
1354,56467,830,772,8924,5809
1355,56328,1330,620,11073,3949
1356,33811,1875,1732,3839,2327
1357,23485,1271,392,9761,6714
1358,5299,3702,3447,3560,2779
1359,60635,2675,1496,824,7476
1360,51386,3687,4580,3594,6920
1361,22825,439,3073,1561,2522
1362,56416,3420,581,2080,9065
1363,28030,2585,3549,2619,9656
1364,57887,2638,4567,8030,3216
1365,3244,2583,1185,3830,5064
1366,66213,1917,2037,1421,1480
1367,7937,985,2213,11309,3314
1368,31735,677,2540,2641,9403
1369,60389,381,1735,4827,8392
1370,22973,1535,2779,3877,9503
1371,33200,1130,4430,1027,3159
1372,18749,1516,690,11989,8947
1373,58754,2742,2716,3984,7512
1374,66450,1287,801,4462,1946
1375,43655,6,566,9690,2382
1376,8154,4588,228,7736,4083
1377,39412,593,3053,10506,3327
1378,27413,3644,4387,12595,5181
1379,59685,4712,4721,4542,7609
1380,1572,3319,4434,8203,8277
1381,29360,4703,1246,5161,7109
1382,15895,855,2589,9790,4251
1383,35449,2055,160,8517,4533
1384,46995,1886,4238,1081,7678
1385,22567,2896,2106,7595,7016
1386,73448,3310,1585,2161,5588
1387,54579,2333,1651,5701,6995
1388,73748,1676,4034,10733,2503
1389,68155,1284,4822,4914,8564
1390,24229,4399,4988,7041,7086
1391,73547,1235,240,3987,4175
1392,73073,2067,4159,2851,3146
1393,66474,3881,1894,7865,6659
1394,15890,635,2045,5079,5868
1395,67462,806,136,6711,8924
1396,70344,1157,815,4417,9632
1397,54032,1723,1390,1764,9779
1398,24137,890,1335,10207,6486
1399,58300,1437,3275,10566,2485
1400,27851,597,1608,6898,1977
1401,15573,2029,2376,312,1893
1402,4157,4615,3712,1573,6342
1403,18287,640,4817,7988,8865
1404,51839,3417,2798,4000,9210
1405,47739,4700,2144,1707,5083
1406,23157,1004,2294,5090,9369
1407,36858,1314,99,8664,5908
1408,47526,3082,2689,8839,9381
1409,417,3391,522,4664,1794
1410,16960,2276,3066,8768,7083
1411,69744,852,1383,9017,4721
1412,67643,3993,4458,4536,7155
1413,64614,2283,2272,2825,8491
1414,47642,1730,1296,7022,7297
1415,1831,2684,4646,12119,1803
1416,68391,4856,3576,10110,1892
1417,53601,3980,1852,3981,8005
1418,3097,925,1392,4932,9459
1419,25285,3243,488,12178,7011
1420,11517,4077,1508,10211,3394
1421,37462,4377,1771,9913,8455
1422,57771,1333,3588,7296,9343
1423,27375,472,1314,30,9012
1424,5158,4531,3812,5336,3367
1425,65635,2663,847,821,7879
1426,10341,2395,617,1680,8112
1427,61908,3109,501,11065,1545
1428,73246,2603,269,8949,8149
1429,52651,2668,1343,1826,4744
1430,6320,2222,3359,11381,1469
1431,13317,3764,4934,1216,4446
1432,68560,3498,2788,9309,2074
1433,10269,24,1941,6436,7758
1434,33793,838,1139,2475,8993
1435,8159,1792,293,8646,5378
1436,68367,3280,761,2079,2952
1437,23429,11,3435,2275,3078
1438,56351,1141,2559,10028,8559
1439,51431,3745,4340,210,1907
1440,52106,3557,3921,677,6763
1441,18598,2486,2065,12072,3272
1442,73781,3685,2186,2757,1848
1443,67655,3833,3490,506,6529
1444,62303,20,3612,12643,2858
1445,9424,4993,2018,7267,7672
1446,33837,151,4909,11464,6887
1447,655,574,223,1386,9326
1448,30844,3995,1526,6609,9058
1449,11458,2588,3019,7609,2450
1450,68092,2497,2187,2044,3396
1451,14962,2951,582,8315,5007
1452,27920,12,4361,8428,1722
1453,71936,969,1635,5519,3672
1454,10656,280,1427,1924,9773
1455,61222,4231,3138,4254,5512
1456,72219,1878,2051,4666,9802
1457,24736,509,3703,2232,8475
1458,43404,4941,876,979,5268
1459,70165,3198,4216,5670,5090
1460,22925,2106,1155,9837,2704
1461,45547,4592,1145,1820,6670
1462,8890,917,536,5527,3285
1463,63093,3600,1758,9122,5377
1464,64796,1376,4505,3063,5281
1465,34982,1992,1104,2737,2974
1466,30969,4225,981,10767,7994
1467,38281,4097,1344,10756,6040
1468,25280,1170,2368,9142,6905
1469,39913,636,2197,5603,9609
1470,37346,4426,3278,5457,9603
1471,27966,2270,1937,9976,2550
1472,30123,4085,4698,6783,7125
1473,604,2601,374,4924,3358
1474,70336,681,2454,2446,9610
1475,46930,2428,3585,9597,6326
1476,8161,1817,3129,8009,6256
1477,25861,1510,1663,1674,4195
1478,44778,2566,4383,1254,7148
1479,43019,949,1674,10893,5141
1480,64952,4000,2010,12666,6925
1481,18976,1644,3971,5319,4733
1482,38946,267,3282,10619,6881
1483,38704,1685,4568,3386,6997
1484,67683,2191,4834,12371,3908
1485,6412,2789,3140,11629,2805
1486,47717,4173,2985,11103,2365
1487,27630,1653,1182,7790,5677
1488,40677,2022,3291,971,8867
1489,35278,883,920,9288,7958
1490,50712,4811,2807,6331,3869
1491,70519,1345,4972,3399,7553
1492,30139,1053,3720,4325,2365
1493,67209,3250,2488,8368,5013
1494,39689,2754,2502,3371,2562
1495,15255,19,4326,12008,6369
1496,33138,510,4295,4265,2735
1497,58761,3695,496,2795,4917
1498,53002,1212,3398,11171,7781
1499,15519,1669,394,6368,9268
1500,48795,1928,342,11827,7709
1501,57424,4436,621,9202,2441
1502,19787,2888,4667,9332,2840
1503,29348,1456,1321,10266,1902
1504,35013,3029,1267,11195,1893
1505,29202,4041,23,11790,7457
1506,40603,3003,2198,12211,4959
1507,71305,1399,4184,8846,2669
1508,63455,4230,578,593,6489
1509,65054,1777,2491,1167,8915
1510,11706,3880,3529,10860,8318
1511,51914,4325,2728,9735,7053
1512,24213,3997,4037,5903,4283
1513,72372,3559,1570,12390,7377
1514,30505,4690,3865,12101,2203
1515,67088,1439,3570,470,3265
1516,60929,2665,401,6896,2431
1517,28445,4849,2950,10637,8438
1518,14324,1620,4177,12512,8212
1519,57850,4011,4657,9335,6167
1520,53774,2834,2269,1474,3375
1521,70764,4345,2910,7260,5090
1522,3120,3514,575,2395,7459
1523,14355,142,320,8731,3562
1524,50456,3789,1746,8043,6403
1525,9649,192,1090,12590,3421
1526,71725,316,3610,862,8571
1527,43264,3476,2497,1312,9964
1528,18795,4874,3886,6447,9915
1529,69942,3488,1135,8825,4086
1530,67419,4542,308,11793,6598
1531,23716,4332,4007,10355,4869
1532,35004,4476,4626,6917,3035
1533,54047,4245,2908,7804,7959
1534,54596,3099,2207,10839,7201
1535,14491,1431,3259,8189,3519
1536,37923,2582,2121,2400,7311
1537,39324,100,3919,5067,8569
1538,11354,4195,4754,11854,8366
1539,19351,3234,3011,9792,7355
1540,29957,3912,1336,1441,9979
1541,25284,3903,1569,2648,6235
1542,13612,2620,1928,9425,3671
1543,43900,4634,3527,6805,6616
1544,20096,96,2856,6672,8301
1545,42803,2851,2868,3128,4317
1546,63438,4652,3288,896,2194
1547,34123,751,3162,6622,7513
1548,26130,2657,3584,6130,5180
1549,14230,1587,3224,11074,7622
1550,2188,2795,2991,11807,6332
1551,67740,4368,2946,12490,9130
1552,20857,49,2490,728,3905
1553,56536,3799,4107,3663,4243
1554,47673,776,3075,11289,3248
1555,24527,4319,255,8049,4569
1556,16223,3583,3218,5163,2616
1557,15962,2225,1132,11546,8922
1558,16074,3058,4895,4686,8023
1559,13441,3846,4394,11605,6828
1560,27567,1384,2339,10436,2183
1561,22470,1767,2964,4347,4925
1562,53738,5026,2506,118,5639
1563,5283,1745,1501,5404,7128
1564,44694,17,314,4329,8991
1565,37892,3558,2539,6191,9701
1566,54582,1736,821,78,7483
1567,33441,860,3767,10821,5766
1568,29775,1509,124,6598,8078
1569,52860,4742,2758,9515,6215
1570,73393,4193,2375,5724,4891
1571,39525,3982,3931,7870,3545
1572,60564,3433,2609,9707,7095
1573,19111,120,1310,2437,3275
1574,71806,3080,3418,2467,9537
1575,44486,3424,1694,2015,8261
1576,66930,1918,274,1976,7065
1577,750,3337,1385,1950,5726
1578,15494,2403,4978,12529,7558
1579,19377,4443,1457,7483,8566
1580,31504,2643,3253,8328,7288
1581,15282,119,3779,8015,3227
1582,64873,3450,3374,11738,8227
1583,18291,4946,2766,4190,2502
1584,50273,2771,4026,12410,2533
1585,2112,2126,1615,6171,4788
1586,51749,50,4228,1130,9335
1587,16825,1370,3965,11013,6828
1588,26427,4692,2825,3626,3224
1589,13653,1364,3788,2006,2716
1590,4979,2734,411,5924,5464
1591,48225,1498,3507,12212,2711
1592,35239,4875,2381,646,7656
1593,19837,1124,2722,928,8805
1594,66494,4342,4130,448,5350
1595,4600,3156,1199,10991,6832
1596,31588,549,2730,9947,5441
1597,28102,4486,965,7760,4952
1598,14816,2604,2472,5461,9778
1599,14791,483,4652,8899,6351
1600,28011,739,4543,7861,6142
1601,49118,2418,4409,11189,3228
1602,22492,3887,3083,9254,5493
1603,38902,3328,2257,956,7382
1604,63274,3311,3502,730,8909
1605,35575,1686,3485,1568,5894
1606,60590,964,462,5169,4611
1607,2692,3664,1478,5572,5642
1608,14626,3790,1960,10363,7300
1609,33272,3367,2040,407,9165
1610,44149,4975,207,11817,5337
1611,40930,3883,4858,4572,3348
1612,46130,4276,2738,3537,6259
1613,66727,2006,4898,4712,5503
1614,31737,42,4899,3608,4324
1615,9845,2340,2729,8412,6255
1616,69887,4910,3293,2584,6618
1617,2985,5018,768,12721,2014
1618,55167,3021,1176,3777,9005
1619,21204,4096,4445,6108,2011
1620,29948,3973,4925,7912,6476
1621,29821,2062,3650,7598,8302
1622,44614,4639,1257,8274,6356
1623,45668,3233,300,5168,2298
1624,64535,4591,1124,1221,6920
1625,60071,3374,3617,9395,1800
1626,1048,4310,1919,9134,6455
1627,38402,2805,2974,7914,2892
1628,62811,259,3742,5107,2058
1629,72798,1275,265,5930,5290
1630,69517,3859,3175,2962,5810
1631,34638,1925,4728,9578,6983
1632,27974,1815,2458,11128,3719
1633,5045,2349,1875,1606,4584
1634,8774,3811,4897,7570,8586
1635,66355,913,3105,5716,8821
1636,57323,118,1918,3086,6259
1637,12454,891,3721,7447,9005
1638,832,1628,4395,9793,3503
1639,32883,4758,2632,10985,7362
1640,10676,623,1329,9851,2790
1641,30297,569,1630,6797,1974
1642,15144,4353,4197,5525,7934
1643,19908,3252,2558,8457,8280
1644,60958,3313,1394,5307,9700
1645,6843,488,4877,8511,5753
1646,58065,4617,3210,9979,6964
1647,11103,4493,4355,7333,5645
1648,4559,1321,2877,5357,6152
1649,33018,2632,216,8384,2170
1650,66983,4566,1356,940,5349
1651,22892,1700,1571,6970,4425
1652,30561,4440,1631,4492,6969
1653,48083,2258,348,2105,9662
