MusicID,Track Name,Artist,Genres
15047,All Time Low,Jon Bellion,Blues
15048,Redbone,Childish Gambino,EDM
15049,New Man,Ed Sheeran,Rock
15050,Despacito (Featuring Daddy Yankee),Luis Fonsi,Reggae
15051,Black Beatles,Rae Sremmurd,Rock
15052,Both (feat. Drake),Gucci Mane,Pop
15053,X (feat. Future),21 Savage,Pop
15054,Weak,AJR,Pop
15055,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,Country
15056,What Do I Know?,Ed Sheeran,Country
15057,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,Pop
15058,24K Magic,Bruno Mars,Blues
15059,No Heart,21 Savage,Country
15060,Party Monster,The Weeknd,EDM
15061,All Night (feat. Knox Fortune),Chance The Rapper,Blues
15062,Bad Things (with Camila Cabello),Machine Gun Kelly,Classical
15063,Comin Out Strong,Future,Classical
15064,Sneakin’,Drake,Hip hop
15065,One Dance,Drake,Reggae
15066,Slippery (feat. Gucci Mane),Migos,Rock
15067,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Blues
15068,I Got You,Bebe Rexha,Country
15069,Nancy Mulligan,Ed Sheeran,Hip hop
15070,All Night,The Vamps,Pop
15071,Down,Marian Hill,Hip hop
15072,Trap Trap Trap,Rick Ross,Reggae
15073,Barcelona,Ed Sheeran,Pop
15074,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Hip hop
15075,Low Life,Future,Pop
15076,Losin Control,Russ,Rock
15077,pick up the phone,Young Thug,Hip hop
15078,Don't Leave,Snakehips,Reggae
15079,Supermarket Flowers,Ed Sheeran,Classical
15080,White Iverson,Post Malone,EDM
15081,Chill Bill,Rob $tone,Classical
15082,Starving,Hailee Steinfeld,Rock
15083,You Was Right,Lil Uzi Vert,Hip hop
15084,Selfish,PnB Rock,Country
15085,September Song,JP Cooper,Rock
15086,Hearts Don't Break Around Here,Ed Sheeran,Blues
15087,Solo Dance,Martin Jensen,EDM
15088,How Would You Feel (Paean),Ed Sheeran,EDM
15089,Just Hold On,Steve Aoki,Pop
15090,Kelly Price (feat. Travis Scott),Migos,Rock
15091,No Favors,Big Sean,Blues
15092,Side To Side,Ariana Grande,EDM
15093,Heathens,Twenty One Pilots,Classical
15094,Deja Vu,J. Cole,Rock
15095,History,Olivia Holt,EDM
15096,No Role Modelz,J. Cole,Blues
15097,Oceans Away,A R I Z O N A,Classical
15098,Good Life (with G-Eazy & Kehlani),G-Eazy,Pop
15099,Party,Chris Brown,EDM
15100,In the Name of Love,Martin Garrix,Country
15101,Sunset Lover,Petit Biscuit,Pop
15102,Sooner Or Later,Aaron Carter,Classical
15103,Cake,Flo Rida,EDM
15104,Water,Ugly God,Hip hop
15105,Let Me Love You,DJ Snake,EDM
15106,Eraser,Ed Sheeran,Pop
15107,Don't Wanna Know,Maroon 5,Reggae
15108,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,Classical
15109,Symphony (feat. Zara Larsson),Clean Bandit,Hip hop
15110,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,Blues
15111,Bibia Be Ye Ye,Ed Sheeran,Hip hop
15112,The Other,Lauv,Hip hop
15113,PRBLMS,6LACK,Pop
15114,Too Many Years,Kodak Black,Pop
15115,Draco,Future,Blues
15116,Save Myself,Ed Sheeran,Reggae
15117,Rent Money,Future,Classical
15118,Don't Let Me Down,The Chainsmokers,Classical
15119,Come and See Me (feat. Drake),PARTYNEXTDOOR,EDM
15120,Needed Me,Rihanna,Blues
15121,Money Longer,Lil Uzi Vert,EDM
15122,Go Flex,Post Malone,Blues
15123,Romantic - NOTD Remix,Stanaj,EDM
15124,Too Good,Drake,Pop
15125,Get Right Witcha,Migos,Pop
15126,Controlla,Drake,Hip hop
15127,Don't,Bryson Tiller,Pop
15128,Lights Down Low,MAX,Blues
15129,Mercy,Shawn Mendes,Classical
15130,Exchange,Bryson Tiller,Reggae
15131,It's A Vibe,2 Chainz,Classical
15132,beibs in the trap,Travis Scott,Pop
15133,Panda,Desiigner,Hip hop
15134,No Flockin,Kodak Black,EDM
15135,Saved,Khalid,Hip hop
15136,Thumbs,Sabrina Carpenter,Classical
15137,Reminder,The Weeknd,Classical
15138,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,Hip hop
15139,Ride,Twenty One Pilots,Pop
15140,Liability,Lorde,Pop
15141,Everyday,Ariana Grande,Rock
15142,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Rock
15143,Scars To Your Beautiful,Alessia Cara,Classical
15144,Jumpman,Drake,Country
15145,Some Way,NAV,EDM
15146,On The Come Up (feat. Big Sean),Mike WiLL Made-It,EDM
15147,From The D To The A (feat. Lil Yachty),Tee Grizzley,Reggae
15148,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,Hip hop
15149,How Far I'll Go,Auli'i Cravalho,Pop
15150,You Don't Know Me - Radio Edit,Jax Jones,Classical
15151,Treat You Better,Shawn Mendes,Country
15152,Some Kind Of Drug,G-Eazy,Reggae
15153,Gassed Up,Nebu Kiniza,Classical
15154,Deja Vu,Post Malone,Blues
15155,Make Me (Cry),Noah Cyrus,Pop
15156,Stressed Out,Twenty One Pilots,Classical
15157,Used to This,Future,Country
15158,Work from Home,Fifth Harmony,Reggae
15159,One Night,Lil Yachty,Country
15160,What They Want,Russ,Rock
15161,All We Know,The Chainsmokers,Reggae
15162,Cold Water (feat. Justin Bieber & MØ),Major Lazer,EDM
15163,Good Drank,2 Chainz,Reggae
15164,美女と野獣,Ariana Grande,Country
15165,Dead Presidents,Rick Ross,Reggae
15166,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,Classical
15167,Chantaje,Shakira,Country
15168,Running Back (feat. Lil Wayne),Wale,Reggae
15169,Take Me To Church,Hozier,Reggae
15170,Erase Your Social,Lil Uzi Vert,Pop
15171,Idols Become Rivals,Rick Ross,Country
15172,Feels Like Summer,Weezer,EDM
15173,Same Drugs,Chance The Rapper,Classical
15174,Neighbors,J. Cole,Country
15175,Wyclef Jean,Young Thug,Reggae
15176,I'm Shipping Up To Boston,Dropkick Murphys,Hip hop
15177,Sorry,Future,Pop
15178,The Hills,The Weeknd,Pop
15179,Hurricane,Luke Combs,Hip hop
15180,Dirt On My Boots,Jon Pardi,Reggae
15181,Want Her,Mustard,Pop
15182,Work,Rihanna,Classical
15183,Outlet,Desiigner,EDM
15184,Six Feet Under,The Weeknd,Blues
15185,Thinking Out Loud,Ed Sheeran,Hip hop
15186,"i hate u, i love u (feat. olivia o'brien)",gnash,EDM
15187,Litty (feat. Tory Lanez),Meek Mill,Rock
15188,Shining,DJ Khaled,Hip hop
15189,Battle Symphony,Linkin Park,Classical
15190,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,Reggae
15191,Smoke Break (feat. Future),Chance The Rapper,Pop
15192,Death Of A Bachelor,Panic! At The Disco,Pop
15193,Apple of My Eye,Rick Ross,Reggae
15194,Be The One,Dua Lipa,Country
15195,First Day Out,Tee Grizzley,Hip hop
15196,Dennis Rodman,mansionz,Pop
15197,'Till I Collapse,Eminem,Classical
15198,I Think She Like Me,Rick Ross,Country
15199,There He Go,Kodak Black,Reggae
15200,"Me, Myself & I",G-Eazy,Rock
15201,Shape of You,Ed Sheeran,Rock
15202,Mask Off,Future,EDM
15203,iSpy (feat. Lil Yachty),KYLE,Classical
15204,That's What I Like,Bruno Mars,Blues
15205,Tunnel Vision,Kodak Black,Pop
15206,Bad and Boujee (feat. Lil Uzi Vert),Migos,Blues
15207,It Ain't Me (with Selena Gomez),Kygo,Reggae
15208,Congratulations,Post Malone,Hip hop
15209,Bounce Back,Big Sean,Pop
15210,Something Just Like This,The Chainsmokers,Country
15211,Stay (with Alessia Cara),Zedd,EDM
15212,T-Shirt,Migos,Blues
15213,Issues,Julia Michaels,Hip hop
15214,Galway Girl,Ed Sheeran,Blues
15215,Paris,The Chainsmokers,Reggae
15216,Location,Khalid,Pop
15217,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,Blues
15218,Slide,Calvin Harris,Classical
15219,Fake Love,Drake,Classical
15220,I Feel It Coming,The Weeknd,Reggae
15221,Swang,Rae Sremmurd,Classical
15222,Selfish,Future,Country
15223,Body Like A Back Road,Sam Hunt,Country
15224,Starboy,The Weeknd,Reggae
15225,Castle on the Hill,Ed Sheeran,Rock
15226,Moves,Big Sean,Hip hop
15227,Cold,Maroon 5,Rock
15228,Believer,Imagine Dragons,Classical
15229,Look At Me!,XXXTENTACION,Classical
15230,Say You Won't Let Go,James Arthur,Reggae
15231,Rolex,Ayo & Teo,Reggae
15232,Closer,The Chainsmokers,Blues
15233,goosebumps,Travis Scott,Classical
15234,Caroline,Aminé,Blues
15235,Green Light,Lorde,Hip hop
15236,Love On The Brain,Rihanna,Reggae
15237,No Frauds,Nicki Minaj,Classical
15238,Broccoli (feat. Lil Yachty),DRAM,Pop
15239,Chained To The Rhythm,Katy Perry,Pop
15240,"How Far I'll Go - From ""Moana""",Alessia Cara,Pop
15241,Scared to Be Lonely,Martin Garrix,Classical
15242,Call On Me - Ryan Riback Extended Remix,Starley,Pop
15243,All Time Low,Jon Bellion,Country
15244,Perfect,Ed Sheeran,Rock
15245,Redbone,Childish Gambino,Rock
15246,Despacito (Featuring Daddy Yankee),Luis Fonsi,Pop
15247,Black Beatles,Rae Sremmurd,Blues
15248,Dive,Ed Sheeran,Rock
15249,Both (feat. Drake),Gucci Mane,Pop
15250,X (feat. Future),21 Savage,Reggae
15251,Happier,Ed Sheeran,Country
15252,24K Magic,Bruno Mars,EDM
15253,No Heart,21 Savage,Blues
15254,Sneakin’,Drake,EDM
15255,Weak,AJR,Hip hop
15256,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,Hip hop
15257,Chanel,Frank Ocean,Hip hop
15258,Party Monster,The Weeknd,Blues
15259,One Dance,Drake,Country
15260,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,EDM
15261,New Man,Ed Sheeran,Blues
15262,All Night (feat. Knox Fortune),Chance The Rapper,Blues
15263,Trap Trap Trap,Rick Ross,EDM
15264,Bad Things (with Camila Cabello),Machine Gun Kelly,Classical
15265,Slippery (feat. Gucci Mane),Migos,Reggae
15266,All Night,The Vamps,Classical
15267,Comin Out Strong,Future,Pop
15268,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Blues
15269,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Country
15270,Down,Marian Hill,Classical
15271,I Got You,Bebe Rexha,Classical
15272,Chill Bill,Rob $tone,Classical
15273,What Do I Know?,Ed Sheeran,Reggae
15274,pick up the phone,Young Thug,Reggae
15275,White Iverson,Post Malone,Country
15276,Low Life,Future,Hip hop
15277,You Was Right,Lil Uzi Vert,Classical
15278,Losin Control,Russ,Rock
15279,Don't Leave,Snakehips,Hip hop
15280,September Song,JP Cooper,Pop
15281,Selfish,PnB Rock,Pop
15282,Starving,Hailee Steinfeld,Country
15283,Barcelona,Ed Sheeran,EDM
15284,Solo Dance,Martin Jensen,Hip hop
15285,Heathens,Twenty One Pilots,Pop
15286,Sunset Lover,Petit Biscuit,Country
15287,Nancy Mulligan,Ed Sheeran,Hip hop
15288,Kelly Price (feat. Travis Scott),Migos,Blues
15289,History,Olivia Holt,Hip hop
15290,No Role Modelz,J. Cole,Country
15291,Just Hold On,Steve Aoki,Country
15292,No Favors,Big Sean,Rock
15293,Water,Ugly God,Classical
15294,Side To Side,Ariana Grande,Country
15295,Party,Chris Brown,EDM
15296,Supermarket Flowers,Ed Sheeran,EDM
15297,Deja Vu,J. Cole,Hip hop
15298,Controlla,Drake,EDM
15299,From The D To The A (feat. Lil Yachty),Tee Grizzley,Hip hop
15300,Sooner Or Later,Aaron Carter,Reggae
15301,Too Good,Drake,Hip hop
15302,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,Classical
15303,The Other,Lauv,EDM
15304,Let Me Love You,DJ Snake,Pop
15305,Cake,Flo Rida,EDM
15306,In the Name of Love,Martin Garrix,Hip hop
15307,Oceans Away,A R I Z O N A,Blues
15308,Don't Let Me Down,The Chainsmokers,Reggae
15309,Money Longer,Lil Uzi Vert,Hip hop
15310,Too Many Years,Kodak Black,Classical
15311,Don't Wanna Know,Maroon 5,Hip hop
15312,Hearts Don't Break Around Here,Ed Sheeran,Pop
15313,How Would You Feel (Paean),Ed Sheeran,Pop
15314,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,Pop
15315,Come and See Me (feat. Drake),PARTYNEXTDOOR,Blues
15316,Needed Me,Rihanna,Reggae
15317,Draco,Future,Rock
15318,Rent Money,Future,Rock
15319,Get Right Witcha,Migos,Hip hop
15320,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,Hip hop
15321,Panda,Desiigner,Rock
15322,PRBLMS,6LACK,EDM
15323,Thumbs,Sabrina Carpenter,EDM
15324,Romantic - NOTD Remix,Stanaj,Blues
15325,Don't,Bryson Tiller,Country
15326,Go Flex,Post Malone,Reggae
15327,Exchange,Bryson Tiller,EDM
15328,No Flockin,Kodak Black,Country
15329,Gassed Up,Nebu Kiniza,Hip hop
15330,Lights Down Low,MAX,Country
15331,Jumpman,Drake,Country
15332,Mercy,Shawn Mendes,Rock
15333,Ride,Twenty One Pilots,Classical
15334,beibs in the trap,Travis Scott,Hip hop
15335,It's A Vibe,2 Chainz,Reggae
15336,Reminder,The Weeknd,Pop
15337,Bibia Be Ye Ye,Ed Sheeran,Reggae
15338,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Country
15339,Eraser,Ed Sheeran,Rock
15340,Dead Presidents,Rick Ross,EDM
15341,How Far I'll Go,Auli'i Cravalho,Rock
15342,美女と野獣,Ariana Grande,Hip hop
15343,Scars To Your Beautiful,Alessia Cara,Reggae
15344,Save Myself,Ed Sheeran,Hip hop
15345,Saved,Khalid,Rock
15346,Everyday,Ariana Grande,Country
15347,Stressed Out,Twenty One Pilots,Classical
15348,You Don't Know Me - Radio Edit,Jax Jones,Country
15349,Treat You Better,Shawn Mendes,Pop
15350,Some Way,NAV,Hip hop
15351,Idols Become Rivals,Rick Ross,EDM
15352,First Day Out,Tee Grizzley,Blues
15353,One Night,Lil Yachty,Reggae
15354,Used to This,Future,Country
15355,Sorry,Future,Pop
15356,Deja Vu,Post Malone,Hip hop
15357,Some Kind Of Drug,G-Eazy,Blues
15358,Cold Water (feat. Justin Bieber & MØ),Major Lazer,Classical
15359,What They Want,Russ,Blues
15360,Work from Home,Fifth Harmony,Country
15361,Good Drank,2 Chainz,Pop
15362,Skateboard P (feat. Big Sean),MadeinTYO,Blues
15363,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,Hip hop
15364,Chantaje,Shakira,Classical
15365,Make Me (Cry),Noah Cyrus,Pop
15366,The Hills,The Weeknd,Blues
15367,Want Her,Mustard,Country
15368,Running Back (feat. Lil Wayne),Wale,Hip hop
15369,Work,Rihanna,Blues
15370,All We Know,The Chainsmokers,Country
15371,Erase Your Social,Lil Uzi Vert,Classical
15372,I Think She Like Me,Rick Ross,Blues
15373,Outlet,Desiigner,Classical
15374,Dirt On My Boots,Jon Pardi,Country
15375,OOOUUU,Young M.A,Blues
15376,Wyclef Jean,Young Thug,Pop
15377,Neighbors,J. Cole,Reggae
15378,Same Drugs,Chance The Rapper,Hip hop
15379,Shining,DJ Khaled,Classical
15380,Hurricane,Luke Combs,Country
15381,Six Feet Under,The Weeknd,EDM
15382,Death Of A Bachelor,Panic! At The Disco,EDM
15383,'Till I Collapse,Eminem,EDM
15384,"i hate u, i love u (feat. olivia o'brien)",gnash,Country
15385,Apple of My Eye,Rick Ross,Country
15386,My Shit,A Boogie Wit da Hoodie,Country
15387,There He Go,Kodak Black,Reggae
15388,F**kin' Problems,A$AP Rocky,Blues
15389,Smoke Break (feat. Future),Chance The Rapper,Pop
15390,Father Stretch My Hands Pt. 1,Kanye West,Reggae
15391,Everyday We Lit (feat. PnB Rock),YFN Lucci,Hip hop
15392,"Me, Myself & I",G-Eazy,Rock
15393,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,Country
15394,Antidote,Travis Scott,Pop
15395,Thinking Out Loud,Ed Sheeran,Hip hop
15396,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,EDM
15397,Liability,Lorde,Classical
15398,Lose Yourself - Soundtrack Version,Eminem,Pop
15399,Be The One,Dua Lipa,Country
15400,May We All,Florida Georgia Line,Country
15401,Passionfruit,Drake,Rock
15402,Free Smoke,Drake,Hip hop
15403,Portland,Drake,Rock
15404,No Long Talk,Drake,Country
15405,Gyalchester,Drake,Reggae
15406,Sacrifices,Drake,Reggae
15407,Blem,Drake,Pop
15408,Get It Together,Drake,Blues
15409,Jorja Interlude,Drake,Blues
15410,4422,Drake,Blues
15411,KMT,Drake,Rock
15412,Madiba Riddim,Drake,Rock
15413,Teenage Fever,Drake,Classical
15414,Glow,Drake,Reggae
15415,Fake Love,Drake,EDM
15416,Shape of You,Ed Sheeran,Classical
15417,Nothings Into Somethings,Drake,EDM
15418,Can't Have Everything,Drake,Rock
15419,Lose You,Drake,Classical
15420,Skepta Interlude,Drake,Hip hop
15421,Since Way Back,Drake,Pop
15422,Do Not Disturb,Drake,EDM
15423,Ice Melts,Drake,Country
15424,Mask Off,Future,Classical
15425,iSpy (feat. Lil Yachty),KYLE,Classical
15426,That's What I Like,Bruno Mars,Rock
15427,Tunnel Vision,Kodak Black,Rock
15428,Bad and Boujee (feat. Lil Uzi Vert),Migos,Hip hop
15429,Congratulations,Post Malone,Classical
15430,It Ain't Me (with Selena Gomez),Kygo,Hip hop
15431,Bounce Back,Big Sean,EDM
15432,Something Just Like This,The Chainsmokers,Pop
15433,Stay (with Alessia Cara),Zedd,Classical
15434,Issues,Julia Michaels,EDM
15435,T-Shirt,Migos,Pop
15436,Galway Girl,Ed Sheeran,Reggae
15437,Paris,The Chainsmokers,Reggae
15438,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,Pop
15439,Location,Khalid,Reggae
15440,Slide,Calvin Harris,Rock
15441,I Feel It Coming,The Weeknd,Reggae
15442,Swang,Rae Sremmurd,Rock
15443,Selfish,Future,Reggae
15444,Body Like A Back Road,Sam Hunt,Country
15445,Castle on the Hill,Ed Sheeran,Reggae
15446,Say You Won't Let Go,James Arthur,EDM
15447,Believer,Imagine Dragons,Country
15448,Cold,Maroon 5,EDM
15449,Starboy,The Weeknd,Country
15450,Rolex,Ayo & Teo,Rock
15451,Closer,The Chainsmokers,Country
15452,goosebumps,Travis Scott,Hip hop
15453,Look At Me!,XXXTENTACION,EDM
15454,Moves,Big Sean,Blues
15455,Green Light,Lorde,Blues
15456,Love On The Brain,Rihanna,Classical
15457,Caroline,Aminé,Classical
15458,Broccoli (feat. Lil Yachty),DRAM,Reggae
15459,"How Far I'll Go - From ""Moana""",Alessia Cara,Rock
15460,Chained To The Rhythm,Katy Perry,Rock
15461,Perfect,Ed Sheeran,Country
15462,All Time Low,Jon Bellion,EDM
15463,Scared to Be Lonely,Martin Garrix,Country
15464,One Dance,Drake,Pop
15465,Call On Me - Ryan Riback Extended Remix,Starley,Rock
15466,Black Beatles,Rae Sremmurd,Reggae
15467,Despacito (Featuring Daddy Yankee),Luis Fonsi,EDM
15468,Dive,Ed Sheeran,Hip hop
15469,Redbone,Childish Gambino,EDM
15470,Both (feat. Drake),Gucci Mane,Classical
15471,X (feat. Future),21 Savage,Reggae
15472,Happier,Ed Sheeran,Pop
15473,No Frauds,Nicki Minaj,EDM
15474,Controlla,Drake,Reggae
15475,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,Country
15476,Sneakin’,Drake,Classical
15477,24K Magic,Bruno Mars,Country
15478,Weak,AJR,Blues
15479,No Heart,21 Savage,Country
15480,New Man,Ed Sheeran,Hip hop
15481,All Night (feat. Knox Fortune),Chance The Rapper,EDM
15482,Party Monster,The Weeknd,Rock
15483,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,EDM
15484,Bad Things (with Camila Cabello),Machine Gun Kelly,Classical
15485,All Night,The Vamps,Hip hop
15486,Slippery (feat. Gucci Mane),Migos,EDM
15487,Too Good,Drake,EDM
15488,Chanel,Frank Ocean,Reggae
15489,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Classical
15490,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Classical
15491,Down,Marian Hill,Blues
15492,What Do I Know?,Ed Sheeran,Hip hop
15493,You Was Right,Lil Uzi Vert,Rock
15494,I Got You,Bebe Rexha,EDM
15495,White Iverson,Post Malone,Blues
15496,Comin Out Strong,Future,EDM
15497,pick up the phone,Young Thug,Classical
15498,Chill Bill,Rob $tone,Hip hop
15499,Low Life,Future,Country
15500,Jumpman,Drake,Rock
15501,Starving,Hailee Steinfeld,Rock
15502,Barcelona,Ed Sheeran,Hip hop
15503,Don't Leave,Snakehips,Blues
15504,Losin Control,Russ,Hip hop
15505,Selfish,PnB Rock,Pop
15506,Solo Dance,Martin Jensen,Reggae
15507,Supermarket Flowers,Ed Sheeran,Classical
15508,No Role Modelz,J. Cole,Blues
15509,September Song,JP Cooper,Classical
15510,Heathens,Twenty One Pilots,Pop
15511,Trap Trap Trap,Rick Ross,Country
15512,Nancy Mulligan,Ed Sheeran,Blues
15513,Deja Vu,J. Cole,Hip hop
15514,Just Hold On,Steve Aoki,Country
15515,Side To Side,Ariana Grande,Rock
15516,Sunset Lover,Petit Biscuit,Hip hop
15517,History,Olivia Holt,Classical
15518,Party,Chris Brown,Classical
15519,Kelly Price (feat. Travis Scott),Migos,Blues
15520,How Would You Feel (Paean),Ed Sheeran,Country
15521,All Me,Drake,Pop
15522,No Favors,Big Sean,Rock
15523,Let Me Love You,DJ Snake,Rock
15524,Hearts Don't Break Around Here,Ed Sheeran,Hip hop
15525,Water,Ugly God,Hip hop
15526,Don't Let Me Down,The Chainsmokers,Hip hop
15527,Hotline Bling,Drake,Blues
15528,Money Longer,Lil Uzi Vert,EDM
15529,The Other,Lauv,Country
15530,Cake,Flo Rida,Reggae
15531,Sooner Or Later,Aaron Carter,Blues
15532,Don't,Bryson Tiller,Pop
15533,In the Name of Love,Martin Garrix,EDM
15534,Oceans Away,A R I Z O N A,Blues
15535,Exchange,Bryson Tiller,EDM
15536,Too Many Years,Kodak Black,Country
15537,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Rock
15538,Don't Wanna Know,Maroon 5,Classical
15539,Still Here,Drake,Reggae
15540,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,EDM
15541,Mercy,Shawn Mendes,Pop
15542,Needed Me,Rihanna,Hip hop
15543,Thumbs,Sabrina Carpenter,Blues
15544,Go Flex,Post Malone,Rock
15545,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,EDM
15546,No Flockin,Kodak Black,EDM
15547,Come and See Me (feat. Drake),PARTYNEXTDOOR,Country
15548,"Two Birds, One Stone",Drake,Rock
15549,Lights Down Low,MAX,Pop
15550,Get Right Witcha,Migos,Rock
15551,Ride,Twenty One Pilots,Reggae
15552,Panda,Desiigner,Blues
15553,Eraser,Ed Sheeran,EDM
15554,Bibia Be Ye Ye,Ed Sheeran,Rock
15555,Draco,Future,Hip hop
15556,PRBLMS,6LACK,Pop
15557,beibs in the trap,Travis Scott,Hip hop
15558,How Far I'll Go,Auli'i Cravalho,Pop
15559,Save Myself,Ed Sheeran,Rock
15560,Rent Money,Future,EDM
15561,Scars To Your Beautiful,Alessia Cara,EDM
15562,From The D To The A (feat. Lil Yachty),Tee Grizzley,Pop
15563,Romantic - NOTD Remix,Stanaj,Blues
15564,Treat You Better,Shawn Mendes,Country
15565,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,Classical
15566,Gassed Up,Nebu Kiniza,Blues
15567,Stressed Out,Twenty One Pilots,Country
15568,You Don't Know Me - Radio Edit,Jax Jones,Reggae
15569,Everyday,Ariana Grande,EDM
15570,Reminder,The Weeknd,Country
15571,Saved,Khalid,Blues
15572,美女と野獣,Ariana Grande,Country
15573,Headlines,Drake,Reggae
15574,Johnny B. Goode,Chuck Berry,Rock
15575,One Night,Lil Yachty,EDM
15576,Pop Style,Drake,Country
15577,Cold Water (feat. Justin Bieber & MØ),Major Lazer,Reggae
15578,Make Me (Cry),Noah Cyrus,Hip hop
15579,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,Blues
15580,Work from Home,Fifth Harmony,Rock
15581,Erase Your Social,Lil Uzi Vert,Pop
15582,Chantaje,Shakira,Pop
15583,Dirt On My Boots,Jon Pardi,Country
15584,Same Drugs,Chance The Rapper,Rock
15585,OOOUUU,Young M.A,Blues
15586,Legend,Drake,Pop
15587,Wyclef Jean,Young Thug,Country
15588,Some Kind Of Drug,G-Eazy,Blues
15589,Used to This,Future,Country
15590,What They Want,Russ,Reggae
15591,First Day Out,Tee Grizzley,Pop
15592,Deja Vu,Post Malone,Hip hop
15593,The Hills,The Weeknd,Blues
15594,Hurricane,Luke Combs,Hip hop
15595,Good Drank,2 Chainz,Pop
15596,All We Know,The Chainsmokers,Rock
15597,0 To 100 / The Catch Up,Drake,Hip hop
15598,"i hate u, i love u (feat. olivia o'brien)",gnash,Rock
15599,Jungle,Drake,Country
15600,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,Reggae
15601,Passionfruit,Drake,Hip hop
15602,Portland,Drake,Classical
15603,Free Smoke,Drake,Country
15604,Gyalchester,Drake,EDM
15605,Blem,Drake,Classical
15606,No Long Talk,Drake,Blues
15607,Sacrifices,Drake,Blues
15608,Get It Together,Drake,Classical
15609,Jorja Interlude,Drake,Hip hop
15610,Teenage Fever,Drake,Pop
15611,KMT,Drake,Rock
15612,4422,Drake,Blues
15613,Madiba Riddim,Drake,Reggae
15614,Shape of You,Ed Sheeran,Country
15615,Fake Love,Drake,EDM
15616,Glow,Drake,Reggae
15617,Nothings Into Somethings,Drake,EDM
15618,Can't Have Everything,Drake,Rock
15619,Lose You,Drake,Blues
15620,Do Not Disturb,Drake,Country
15621,Skepta Interlude,Drake,Blues
15622,Mask Off,Future,EDM
15623,Ice Melts,Drake,Pop
15624,Since Way Back,Drake,Hip hop
15625,iSpy (feat. Lil Yachty),KYLE,Classical
15626,That's What I Like,Bruno Mars,Rock
15627,Tunnel Vision,Kodak Black,Pop
15628,It Ain't Me (with Selena Gomez),Kygo,Reggae
15629,Something Just Like This,The Chainsmokers,EDM
15630,Stay (with Alessia Cara),Zedd,Rock
15631,Congratulations,Post Malone,Country
15632,Issues,Julia Michaels,EDM
15633,Bounce Back,Big Sean,Blues
15634,Bad and Boujee (feat. Lil Uzi Vert),Migos,EDM
15635,Galway Girl,Ed Sheeran,Rock
15636,Slide,Calvin Harris,Blues
15637,Location,Khalid,Reggae
15638,Paris,The Chainsmokers,Pop
15639,T-Shirt,Migos,Blues
15640,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,Rock
15641,Body Like A Back Road,Sam Hunt,Pop
